p sp 100 2200
a 11 84 734
a 84 11 734
a 12 16 136
a 16 12 136
a 12 18 395
a 18 12 395
a 12 24 551
a 24 12 551
a 12 27 126
a 27 12 126
a 12 29 694
a 29 12 694
a 12 33 130
a 33 12 130
a 12 37 267
a 37 12 267
a 12 44 124
a 44 12 124
a 12 48 603
a 48 12 603
a 12 57 340
a 57 12 340
a 12 64 647
a 64 12 647
a 12 71 110
a 71 12 110
a 12 83 160
a 83 12 160
a 12 87 432
a 87 12 432
a 12 95 612
a 95 12 612
a 13 15 927
a 15 13 927
a 13 18 165
a 18 13 165
a 13 24 692
a 24 13 692
a 13 27 142
a 27 13 142
a 13 29 467
a 29 13 467
a 13 30 785
a 30 13 785
a 13 32 546
a 32 13 546
a 13 38 673
a 38 13 673
a 13 46 452
a 46 13 452
a 13 59 929
a 59 13 929
a 13 61 393
a 61 13 393
a 13 67 546
a 67 13 546
a 13 71 793
a 71 13 793
a 13 73 698
a 73 13 698
a 13 74 739
a 74 13 739
a 13 75 225
a 75 13 225
a 13 86 760
a 86 13 760
a 13 88 297
a 88 13 297
a 13 92 215
a 92 13 215
a 14 18 827
a 18 14 827
a 14 19 284
a 19 14 284
a 14 20 320
a 20 14 320
a 14 23 622
a 23 14 622
a 14 24 955
a 24 14 955
a 14 30 993
a 30 14 993
a 14 33 265
a 33 14 265
a 14 37 522
a 37 14 522
a 14 44 778
a 44 14 778
a 14 55 485
a 55 14 485
a 14 56 107
a 56 14 107
a 14 57 471
a 57 14 471
a 14 61 136
a 61 14 136
a 14 62 281
a 62 14 281
a 14 69 494
a 69 14 494
a 14 71 843
a 71 14 843
a 14 72 905
a 72 14 905
a 14 77 117
a 77 14 117
a 14 83 776
a 83 14 776
a 14 84 770
a 84 14 770
a 14 88 578
a 88 14 578
a 14 91 863
a 91 14 863
a 14 94 866
a 94 14 866
a 15 16 820
a 16 15 820
a 15 19 726
a 19 15 726
a 15 21 653
a 21 15 653
a 15 25 756
a 25 15 756
a 15 28 541
a 28 15 541
a 15 30 660
a 30 15 660
a 15 32 323
a 32 15 323
a 15 40 493
a 40 15 493
a 15 46 406
a 46 15 406
a 15 49 602
a 49 15 602
a 15 51 783
a 51 15 783
a 15 54 633
a 54 15 633
a 15 62 794
a 62 15 794
a 15 66 126
a 66 15 126
a 15 69 151
a 69 15 151
a 15 70 866
a 70 15 866
a 15 76 746
a 76 15 746
a 15 78 830
a 78 15 830
a 15 84 725
a 84 15 725
a 15 90 193
a 90 15 193
a 15 92 902
a 92 15 902
a 15 95 704
a 95 15 704
a 15 96 821
a 96 15 821
a 16 17 109
a 17 16 109
a 16 24 982
a 24 16 982
a 16 25 754
a 25 16 754
a 16 27 299
a 27 16 299
a 16 28 428
a 28 16 428
a 16 43 620
a 43 16 620
a 16 48 932
a 48 16 932
a 16 49 993
a 49 16 993
a 16 53 302
a 53 16 302
a 16 58 562
a 58 16 562
a 16 60 303
a 60 16 303
a 16 61 258
a 61 16 258
a 16 69 663
a 69 16 663
a 16 71 979
a 71 16 979
a 16 74 713
a 74 16 713
a 16 79 712
a 79 16 712
a 16 81 798
a 81 16 798
a 16 86 196
a 86 16 196
a 16 97 137
a 97 16 137
a 16 100 123
a 100 16 123
a 17 30 764
a 30 17 764
a 17 33 335
a 33 17 335
a 17 34 662
a 34 17 662
a 17 38 110
a 38 17 110
a 17 39 269
a 39 17 269
a 17 40 883
a 40 17 883
a 17 41 316
a 41 17 316
a 17 49 938
a 49 17 938
a 17 50 462
a 50 17 462
a 17 61 552
a 61 17 552
a 17 63 187
a 63 17 187
a 17 68 944
a 68 17 944
a 17 85 564
a 85 17 564
a 17 87 443
a 87 17 443
a 17 89 585
a 89 17 585
a 17 93 824
a 93 17 824
a 17 96 196
a 96 17 196
a 18 19 757
a 19 18 757
a 18 23 112
a 23 18 112
a 18 29 208
a 29 18 208
a 18 31 213
a 31 18 213
a 18 32 367
a 32 18 367
a 18 34 433
a 34 18 433
a 18 37 688
a 37 18 688
a 18 39 411
a 39 18 411
a 18 42 547
a 42 18 547
a 18 46 586
a 46 18 586
a 18 52 755
a 52 18 755
a 18 57 829
a 57 18 829
a 18 58 103
a 58 18 103
a 18 67 202
a 67 18 202
a 18 71 859
a 71 18 859
a 18 72 951
a 72 18 951
a 18 83 999
a 83 18 999
a 18 87 951
a 87 18 951
a 18 92 183
a 92 18 183
a 18 97 460
a 97 18 460
a 19 20 411
a 20 19 411
a 19 21 325
a 21 19 325
a 19 24 618
a 24 19 618
a 19 27 769
a 27 19 769
a 19 29 956
a 29 19 956
a 19 38 383
a 38 19 383
a 19 48 147
a 48 19 147
a 19 53 699
a 53 19 699
a 19 59 899
a 59 19 899
a 19 73 801
a 73 19 801
a 19 82 583
a 82 19 583
a 19 89 740
a 89 19 740
a 19 91 890
a 91 19 890
a 19 93 316
a 93 19 316
a 19 95 986
a 95 19 986
a 19 97 489
a 97 19 489
a 19 98 538
a 98 19 538
a 20 21 859
a 21 20 859
a 20 26 720
a 26 20 720
a 20 28 884
a 28 20 884
a 20 31 993
a 31 20 993
a 20 33 652
a 33 20 652
a 20 34 516
a 34 20 516
a 20 40 854
a 40 20 854
a 20 43 213
a 43 20 213
a 20 49 364
a 49 20 364
a 20 54 128
a 54 20 128
a 20 58 819
a 58 20 819
a 20 59 600
a 59 20 600
a 20 60 905
a 60 20 905
a 20 62 176
a 62 20 176
a 20 63 359
a 63 20 359
a 20 72 605
a 72 20 605
a 20 74 448
a 74 20 448
a 20 76 362
a 76 20 362
a 20 88 597
a 88 20 597
a 20 91 141
a 91 20 141
a 20 92 241
a 92 20 241
a 20 96 133
a 96 20 133
a 20 98 521
a 98 20 521
a 21 26 597
a 26 21 597
a 21 31 596
a 31 21 596
a 21 32 860
a 32 21 860
a 21 38 931
a 38 21 931
a 21 44 874
a 44 21 874
a 21 45 749
a 45 21 749
a 21 46 982
a 46 21 982
a 21 50 228
a 50 21 228
a 21 51 118
a 51 21 118
a 21 54 888
a 54 21 888
a 21 56 685
a 56 21 685
a 21 59 258
a 59 21 258
a 21 65 177
a 65 21 177
a 21 66 168
a 66 21 168
a 21 69 485
a 69 21 485
a 21 70 909
a 70 21 909
a 21 82 629
a 82 21 629
a 21 83 870
a 83 21 870
a 21 91 691
a 91 21 691
a 21 93 546
a 93 21 546
a 21 95 556
a 95 21 556
a 22 25 301
a 25 22 301
a 22 30 468
a 30 22 468
a 22 31 123
a 31 22 123
a 22 32 539
a 32 22 539
a 22 34 625
a 34 22 625
a 22 37 277
a 37 22 277
a 22 42 540
a 42 22 540
a 22 47 780
a 47 22 780
a 22 53 324
a 53 22 324
a 22 58 570
a 58 22 570
a 22 67 162
a 67 22 162
a 22 68 102
a 68 22 102
a 22 71 174
a 71 22 174
a 22 78 804
a 78 22 804
a 22 80 217
a 80 22 217
a 22 85 140
a 85 22 140
a 22 92 929
a 92 22 929
a 22 93 535
a 93 22 535
a 22 100 380
a 100 22 380
a 23 25 769
a 25 23 769
a 23 27 992
a 27 23 992
a 23 35 196
a 35 23 196
a 23 41 724
a 41 23 724
a 23 42 696
a 42 23 696
a 23 43 911
a 43 23 911
a 23 45 218
a 45 23 218
a 23 48 297
a 48 23 297
a 23 66 761
a 66 23 761
a 23 67 193
a 67 23 193
a 23 75 640
a 75 23 640
a 23 78 209
a 78 23 209
a 23 87 197
a 87 23 197
a 23 88 706
a 88 23 706
a 23 92 209
a 92 23 209
a 23 93 960
a 93 23 960
a 23 96 554
a 96 23 554
a 23 98 621
a 98 23 621
a 24 29 121
a 29 24 121
a 24 40 384
a 40 24 384
a 24 43 619
a 43 24 619
a 24 46 969
a 46 24 969
a 24 53 549
a 53 24 549
a 24 56 913
a 56 24 913
a 24 58 722
a 58 24 722
a 24 61 411
a 61 24 411
a 24 64 480
a 64 24 480
a 24 67 499
a 67 24 499
a 24 69 504
a 69 24 504
a 24 72 100
a 72 24 100
a 24 73 114
a 73 24 114
a 24 83 124
a 83 24 124
a 24 86 574
a 86 24 574
a 24 87 230
a 87 24 230
a 24 93 929
a 93 24 929
a 24 94 511
a 94 24 511
a 24 97 928
a 97 24 928
a 24 100 651
a 100 24 651
a 25 30 631
a 30 25 631
a 25 31 477
a 31 25 477
a 25 39 335
a 39 25 335
a 25 48 115
a 48 25 115
a 25 50 547
a 50 25 547
a 25 54 756
a 54 25 756
a 25 57 620
a 57 25 620
a 25 74 789
a 74 25 789
a 25 77 626
a 77 25 626
a 25 78 765
a 78 25 765
a 25 85 873
a 85 25 873
a 25 93 154
a 93 25 154
a 25 94 261
a 94 25 261
a 25 98 446
a 98 25 446
a 26 29 294
a 29 26 294
a 26 33 171
a 33 26 171
a 26 34 926
a 34 26 926
a 26 35 164
a 35 26 164
a 26 38 359
a 38 26 359
a 26 39 923
a 39 26 923
a 26 41 787
a 41 26 787
a 26 46 652
a 46 26 652
a 26 51 701
a 51 26 701
a 26 53 699
a 53 26 699
a 26 58 825
a 58 26 825
a 26 61 570
a 61 26 570
a 26 65 773
a 65 26 773
a 26 68 478
a 68 26 478
a 26 69 899
a 69 26 899
a 26 70 622
a 70 26 622
a 26 91 351
a 91 26 351
a 26 98 362
a 98 26 362
a 26 100 689
a 100 26 689
a 27 30 293
a 30 27 293
a 27 32 614
a 32 27 614
a 27 38 504
a 38 27 504
a 27 39 555
a 39 27 555
a 27 41 437
a 41 27 437
a 27 43 631
a 43 27 631
a 27 47 802
a 47 27 802
a 27 49 319
a 49 27 319
a 27 55 561
a 55 27 561
a 27 59 274
a 59 27 274
a 27 68 150
a 68 27 150
a 27 80 750
a 80 27 750
a 27 86 339
a 86 27 339
a 27 88 953
a 88 27 953
a 27 95 150
a 95 27 150
a 27 97 903
a 97 27 903
a 27 100 651
a 100 27 651
a 28 30 729
a 30 28 729
a 28 44 601
a 44 28 601
a 28 54 118
a 54 28 118
a 28 61 727
a 61 28 727
a 28 62 960
a 62 28 960
a 28 74 547
a 74 28 547
a 28 75 653
a 75 28 653
a 28 77 220
a 77 28 220
a 28 80 759
a 80 28 759
a 28 81 782
a 81 28 782
a 28 87 206
a 87 28 206
a 28 89 683
a 89 28 683
a 28 91 163
a 91 28 163
a 28 92 146
a 92 28 146
a 28 97 564
a 97 28 564
a 29 32 427
a 32 29 427
a 29 36 505
a 36 29 505
a 29 37 968
a 37 29 968
a 29 42 304
a 42 29 304
a 29 50 218
a 50 29 218
a 29 56 412
a 56 29 412
a 29 58 532
a 58 29 532
a 29 59 873
a 59 29 873
a 29 61 322
a 61 29 322
a 29 63 706
a 63 29 706
a 29 66 503
a 66 29 503
a 29 74 347
a 74 29 347
a 29 75 921
a 75 29 921
a 29 89 107
a 89 29 107
a 29 90 958
a 90 29 958
a 29 91 744
a 91 29 744
a 29 98 888
a 98 29 888
a 30 37 687
a 37 30 687
a 30 40 904
a 40 30 904
a 30 42 752
a 42 30 752
a 30 52 725
a 52 30 725
a 30 59 320
a 59 30 320
a 30 67 905
a 67 30 905
a 30 69 929
a 69 30 929
a 30 73 194
a 73 30 194
a 30 76 573
a 76 30 573
a 30 88 941
a 88 30 941
a 30 89 550
a 89 30 550
a 30 91 189
a 91 30 189
a 30 92 247
a 92 30 247
a 31 37 468
a 37 31 468
a 31 41 581
a 41 31 581
a 31 49 471
a 49 31 471
a 31 57 548
a 57 31 548
a 31 60 249
a 60 31 249
a 31 65 827
a 65 31 827
a 31 70 699
a 70 31 699
a 31 80 637
a 80 31 637
a 31 83 124
a 83 31 124
a 31 84 420
a 84 31 420
a 31 90 851
a 90 31 851
a 31 100 880
a 100 31 880
a 32 34 559
a 34 32 559
a 32 35 731
a 35 32 731
a 32 36 131
a 36 32 131
a 32 39 256
a 39 32 256
a 32 40 244
a 40 32 244
a 32 42 233
a 42 32 233
a 32 59 313
a 59 32 313
a 32 61 708
a 61 32 708
a 32 64 137
a 64 32 137
a 32 65 524
a 65 32 524
a 32 66 747
a 66 32 747
a 32 80 611
a 80 32 611
a 32 81 545
a 81 32 545
a 32 89 593
a 89 32 593
a 32 92 834
a 92 32 834
a 33 35 842
a 35 33 842
a 33 36 961
a 36 33 961
a 33 40 391
a 40 33 391
a 33 46 517
a 46 33 517
a 33 53 524
a 53 33 524
a 33 56 401
a 56 33 401
a 33 59 189
a 59 33 189
a 33 65 402
a 65 33 402
a 33 66 413
a 66 33 413
a 33 72 343
a 72 33 343
a 33 73 156
a 73 33 156
a 33 77 976
a 77 33 976
a 33 79 939
a 79 33 939
a 33 80 725
a 80 33 725
a 33 83 731
a 83 33 731
a 33 90 423
a 90 33 423
a 33 92 282
a 92 33 282
a 33 96 751
a 96 33 751
a 34 43 885
a 43 34 885
a 34 55 249
a 55 34 249
a 34 59 574
a 59 34 574
a 34 63 123
a 63 34 123
a 34 64 328
a 64 34 328
a 34 65 713
a 65 34 713
a 34 70 550
a 70 34 550
a 34 74 456
a 74 34 456
a 34 78 802
a 78 34 802
a 34 96 468
a 96 34 468
a 35 42 952
a 42 35 952
a 35 50 176
a 50 35 176
a 35 55 543
a 55 35 543
a 35 64 315
a 64 35 315
a 35 66 420
a 66 35 420
a 35 69 407
a 69 35 407
a 35 72 396
a 72 35 396
a 35 73 870
a 73 35 870
a 35 78 259
a 78 35 259
a 36 42 372
a 42 36 372
a 36 48 524
a 48 36 524
a 36 49 755
a 49 36 755
a 36 61 511
a 61 36 511
a 36 62 889
a 62 36 889
a 36 66 763
a 66 36 763
a 36 67 375
a 67 36 375
a 36 69 296
a 69 36 296
a 36 71 642
a 71 36 642
a 36 79 417
a 79 36 417
a 36 96 252
a 96 36 252
a 36 97 213
a 97 36 213
a 36 99 845
a 99 36 845
a 37 46 343
a 46 37 343
a 37 58 237
a 58 37 237
a 37 59 289
a 59 37 289
a 37 63 621
a 63 37 621
a 37 80 557
a 80 37 557
a 37 83 420
a 83 37 420
a 37 87 251
a 87 37 251
a 37 94 304
a 94 37 304
a 37 96 750
a 96 37 750
a 38 51 251
a 51 38 251
a 38 54 714
a 54 38 714
a 38 56 646
a 56 38 646
a 38 58 610
a 58 38 610
a 38 59 289
a 59 38 289
a 38 61 412
a 61 38 412
a 38 65 379
a 65 38 379
a 38 67 259
a 67 38 259
a 38 70 466
a 70 38 466
a 38 76 967
a 76 38 967
a 38 78 229
a 78 38 229
a 38 79 293
a 79 38 293
a 38 90 142
a 90 38 142
a 38 91 562
a 91 38 562
a 38 94 752
a 94 38 752
a 38 97 239
a 97 38 239
a 38 99 255
a 99 38 255
a 39 50 233
a 50 39 233
a 39 51 249
a 51 39 249
a 39 69 282
a 69 39 282
a 39 75 506
a 75 39 506
a 39 84 835
a 84 39 835
a 39 95 724
a 95 39 724
a 39 100 687
a 100 39 687
a 40 42 686
a 42 40 686
a 40 44 458
a 44 40 458
a 40 53 282
a 53 40 282
a 40 54 551
a 54 40 551
a 40 56 474
a 56 40 474
a 40 60 379
a 60 40 379
a 40 65 446
a 65 40 446
a 40 79 777
a 79 40 777
a 40 80 545
a 80 40 545
a 40 81 846
a 81 40 846
a 40 85 966
a 85 40 966
a 40 89 455
a 89 40 455
a 40 91 605
a 91 40 605
a 40 99 256
a 99 40 256
a 41 48 177
a 48 41 177
a 41 55 444
a 55 41 444
a 41 64 725
a 64 41 725
a 41 66 538
a 66 41 538
a 41 67 488
a 67 41 488
a 41 75 885
a 75 41 885
a 41 79 233
a 79 41 233
a 41 80 498
a 80 41 498
a 41 85 430
a 85 41 430
a 41 87 651
a 87 41 651
a 41 94 731
a 94 41 731
a 41 95 464
a 95 41 464
a 41 96 119
a 96 41 119
a 41 98 257
a 98 41 257
a 41 99 941
a 99 41 941
a 42 46 260
a 46 42 260
a 42 51 151
a 51 42 151
a 42 52 694
a 52 42 694
a 42 60 847
a 60 42 847
a 42 62 962
a 62 42 962
a 42 65 822
a 65 42 822
a 42 75 964
a 75 42 964
a 42 77 857
a 77 42 857
a 42 78 834
a 78 42 834
a 42 83 874
a 83 42 874
a 42 98 803
a 98 42 803
a 42 99 466
a 99 42 466
a 43 47 783
a 47 43 783
a 43 48 468
a 48 43 468
a 43 50 181
a 50 43 181
a 43 56 338
a 56 43 338
a 43 59 811
a 59 43 811
a 43 63 817
a 63 43 817
a 43 66 300
a 66 43 300
a 43 69 279
a 69 43 279
a 43 71 621
a 71 43 621
a 43 78 975
a 78 43 975
a 43 87 931
a 87 43 931
a 43 89 948
a 89 43 948
a 43 97 709
a 97 43 709
a 44 46 217
a 46 44 217
a 44 51 991
a 51 44 991
a 44 69 301
a 69 44 301
a 44 72 432
a 72 44 432
a 44 78 283
a 78 44 283
a 44 82 576
a 82 44 576
a 44 90 498
a 90 44 498
a 44 99 974
a 99 44 974
a 45 47 315
a 47 45 315
a 45 55 826
a 55 45 826
a 45 59 140
a 59 45 140
a 45 60 269
a 60 45 269
a 45 64 760
a 64 45 760
a 45 65 372
a 65 45 372
a 45 66 797
a 66 45 797
a 45 71 151
a 71 45 151
a 45 81 580
a 81 45 580
a 45 82 508
a 82 45 508
a 45 93 526
a 93 45 526
a 45 94 645
a 94 45 645
a 45 97 246
a 97 45 246
a 46 47 156
a 47 46 156
a 46 56 737
a 56 46 737
a 46 61 178
a 61 46 178
a 46 63 788
a 63 46 788
a 46 70 573
a 70 46 573
a 46 77 515
a 77 46 515
a 46 84 154
a 84 46 154
a 46 86 262
a 86 46 262
a 46 90 385
a 90 46 385
a 46 92 406
a 92 46 406
a 46 94 436
a 94 46 436
a 46 97 627
a 97 46 627
a 46 99 860
a 99 46 860
a 47 49 310
a 49 47 310
a 47 50 868
a 50 47 868
a 47 54 735
a 54 47 735
a 47 60 668
a 60 47 668
a 47 63 818
a 63 47 818
a 47 64 159
a 64 47 159
a 47 72 185
a 72 47 185
a 47 75 909
a 75 47 909
a 47 81 327
a 81 47 327
a 47 82 964
a 82 47 964
a 47 85 282
a 85 47 282
a 47 86 538
a 86 47 538
a 47 90 866
a 90 47 866
a 47 92 425
a 92 47 425
a 47 97 403
a 97 47 403
a 47 99 561
a 99 47 561
a 48 51 392
a 51 48 392
a 48 54 203
a 54 48 203
a 48 60 487
a 60 48 487
a 48 65 208
a 65 48 208
a 48 68 607
a 68 48 607
a 48 73 591
a 73 48 591
a 48 77 297
a 77 48 297
a 48 80 424
a 80 48 424
a 48 85 693
a 85 48 693
a 48 86 799
a 86 48 799
a 48 90 302
a 90 48 302
a 48 91 407
a 91 48 407
a 48 93 765
a 93 48 765
a 48 94 745
a 94 48 745
a 49 51 542
a 51 49 542
a 49 52 564
a 52 49 564
a 49 55 368
a 55 49 368
a 49 65 468
a 65 49 468
a 49 73 632
a 73 49 632
a 49 75 250
a 75 49 250
a 49 83 363
a 83 49 363
a 49 84 399
a 84 49 399
a 49 86 692
a 86 49 692
a 49 92 229
a 92 49 229
a 49 94 132
a 94 49 132
a 50 55 238
a 55 50 238
a 50 58 196
a 58 50 196
a 50 62 484
a 62 50 484
a 50 70 188
a 70 50 188
a 50 71 530
a 71 50 530
a 50 72 450
a 72 50 450
a 50 76 268
a 76 50 268
a 50 83 880
a 83 50 880
a 50 90 475
a 90 50 475
a 50 92 920
a 92 50 920
a 50 93 493
a 93 50 493
a 50 96 821
a 96 50 821
a 50 98 125
a 98 50 125
a 50 100 441
a 100 50 441
a 51 53 554
a 53 51 554
a 51 57 172
a 57 51 172
a 51 58 595
a 58 51 595
a 51 59 579
a 59 51 579
a 51 62 381
a 62 51 381
a 51 71 968
a 71 51 968
a 51 75 890
a 75 51 890
a 51 79 229
a 79 51 229
a 51 81 281
a 81 51 281
a 51 82 686
a 82 51 686
a 51 83 367
a 83 51 367
a 51 91 548
a 91 51 548
a 52 54 498
a 54 52 498
a 52 57 268
a 57 52 268
a 52 58 944
a 58 52 944
a 52 60 855
a 60 52 855
a 52 63 673
a 63 52 673
a 52 67 997
a 67 52 997
a 52 69 694
a 69 52 694
a 52 70 648
a 70 52 648
a 52 87 917
a 87 52 917
a 52 94 642
a 94 52 642
a 52 96 893
a 96 52 893
a 52 97 797
a 97 52 797
a 52 99 155
a 99 52 155
a 53 55 841
a 55 53 841
a 53 68 691
a 68 53 691
a 53 71 591
a 71 53 591
a 53 79 189
a 79 53 189
a 53 84 239
a 84 53 239
a 53 87 395
a 87 53 395
a 53 88 683
