p sp 100 9900
a 2 8 918
a 8 2 918
a 2 9 670
a 9 2 670
a 2 10 263
a 10 2 263
a 2 11 693
a 11 2 693
a 2 13 603
a 13 2 603
a 2 15 643
a 15 2 643
a 2 16 811
a 16 2 811
a 2 17 439
a 17 2 439
a 2 18 200
a 18 2 200
a 2 20 240
a 20 2 240
a 2 22 520
a 22 2 520
a 2 23 419
a 23 2 419
a 2 24 631
a 24 2 631
a 2 25 511
a 25 2 511
a 2 26 556
a 26 2 556
a 2 27 380
a 27 2 380
a 2 28 248
a 28 2 248
a 2 31 580
a 31 2 580
a 2 32 515
a 32 2 515
a 2 34 527
a 34 2 527
a 2 35 807
a 35 2 807
a 2 36 814
a 36 2 814
a 2 37 733
a 37 2 733
a 2 38 555
a 38 2 555
a 2 39 383
a 39 2 383
a 2 40 238
a 40 2 238
a 2 41 327
a 41 2 327
a 2 42 203
a 42 2 203
a 2 44 446
a 44 2 446
a 2 45 247
a 45 2 247
a 2 46 669
a 46 2 669
a 2 48 967
a 48 2 967
a 2 49 122
a 49 2 122
a 2 50 105
a 50 2 105
a 2 51 917
a 51 2 917
a 2 52 783
a 52 2 783
a 2 53 855
a 53 2 855
a 2 54 633
a 54 2 633
a 2 55 631
a 55 2 631
a 2 56 769
a 56 2 769
a 2 57 429
a 57 2 429
a 2 58 885
a 58 2 885
a 2 59 765
a 59 2 765
a 2 60 314
a 60 2 314
a 2 61 823
a 61 2 823
a 2 62 576
a 62 2 576
a 2 63 134
a 63 2 134
a 2 64 625
a 64 2 625
a 2 65 621
a 65 2 621
a 2 66 694
a 66 2 694
a 2 67 793
a 67 2 793
a 2 68 865
a 68 2 865
a 2 69 670
a 69 2 670
a 2 70 115
a 70 2 115
a 2 71 590
a 71 2 590
a 2 72 918
a 72 2 918
a 2 73 637
a 73 2 637
a 2 74 614
a 74 2 614
a 2 75 866
a 75 2 866
a 2 76 673
a 76 2 673
a 2 77 200
a 77 2 200
a 2 78 944
a 78 2 944
a 2 79 422
a 79 2 422
a 2 80 589
a 80 2 589
a 2 81 641
a 81 2 641
a 2 82 531
a 82 2 531
a 2 83 931
a 83 2 931
a 2 84 312
a 84 2 312
a 2 85 118
a 85 2 118
a 2 86 680
a 86 2 680
a 2 87 959
a 87 2 959
a 2 88 464
a 88 2 464
a 2 89 654
a 89 2 654
a 2 90 291
a 90 2 291
a 2 91 894
a 91 2 894
a 2 92 984
a 92 2 984
a 2 93 897
a 93 2 897
a 2 94 656
a 94 2 656
a 2 95 358
a 95 2 358
a 2 96 754
a 96 2 754
a 2 97 853
a 97 2 853
a 2 98 667
a 98 2 667
a 2 99 308
a 99 2 308
a 2 100 920
a 100 2 920
a 3 4 589
a 4 3 589
a 3 6 273
a 6 3 273
a 3 7 590
a 7 3 590
a 3 8 443
a 8 3 443
a 3 9 836
a 9 3 836
a 3 10 416
a 10 3 416
a 3 11 126
a 11 3 126
a 3 12 437
a 12 3 437
a 3 13 657
a 13 3 657
a 3 14 787
a 14 3 787
a 3 15 407
a 15 3 407
a 3 17 424
a 17 3 424
a 3 18 157
a 18 3 157
a 3 19 399
a 19 3 399
a 3 20 702
a 20 3 702
a 3 22 855
a 22 3 855
a 3 23 320
a 23 3 320
a 3 24 644
a 24 3 644
a 3 25 978
a 25 3 978
a 3 26 358
a 26 3 358
a 3 27 269
a 27 3 269
a 3 28 298
a 28 3 298
a 3 29 483
a 29 3 483
a 3 30 944
a 30 3 944
a 3 33 251
a 33 3 251
a 3 34 824
a 34 3 824
a 3 35 921
a 35 3 921
a 3 36 889
a 36 3 889
a 3 37 640
a 37 3 640
a 3 38 935
a 38 3 935
a 3 39 855
a 39 3 855
a 3 40 845
a 40 3 845
a 3 41 597
a 41 3 597
a 3 42 626
a 42 3 626
a 3 43 987
a 43 3 987
a 3 44 665
a 44 3 665
a 3 45 790
a 45 3 790
a 3 47 564
a 47 3 564
a 3 48 113
a 48 3 113
a 3 49 613
a 49 3 613
a 3 51 161
a 51 3 161
a 3 52 383
a 52 3 383
a 3 53 301
a 53 3 301
a 3 54 603
a 54 3 603
a 3 55 598
a 55 3 598
a 3 56 538
a 56 3 538
a 3 57 509
a 57 3 509
a 3 58 249
a 58 3 249
a 3 59 814
a 59 3 814
a 3 60 636
a 60 3 636
a 3 61 567
a 61 3 567
a 3 62 949
a 62 3 949
a 3 63 980
a 63 3 980
a 3 64 128
a 64 3 128
a 3 65 355
a 65 3 355
a 3 66 871
a 66 3 871
a 3 67 445
a 67 3 445
a 3 68 688
a 68 3 688
a 3 69 252
a 69 3 252
a 3 70 450
a 70 3 450
a 3 71 651
a 71 3 651
a 3 72 471
a 72 3 471
a 3 73 960
a 73 3 960
a 3 74 923
a 74 3 923
a 3 75 637
a 75 3 637
a 3 76 317
a 76 3 317
a 3 77 975
a 77 3 975
a 3 78 235
a 78 3 235
a 3 79 952
a 79 3 952
a 3 80 722
a 80 3 722
a 3 81 163
a 81 3 163
a 3 82 926
a 82 3 926
a 3 83 923
a 83 3 923
a 3 84 648
a 84 3 648
a 3 85 985
a 85 3 985
a 3 86 684
a 86 3 684
a 3 87 549
a 87 3 549
a 3 88 168
a 88 3 168
a 3 89 270
a 89 3 270
a 3 90 987
a 90 3 987
a 3 91 398
a 91 3 398
a 3 92 895
a 92 3 895
a 3 93 674
a 93 3 674
a 3 94 974
a 94 3 974
a 3 95 572
a 95 3 572
a 3 96 708
a 96 3 708
a 3 97 807
a 97 3 807
a 3 98 610
a 98 3 610
a 3 99 277
a 99 3 277
a 3 100 575
a 100 3 575
a 4 5 424
a 5 4 424
a 4 6 231
a 6 4 231
a 4 9 676
a 9 4 676
a 4 10 524
a 10 4 524
a 4 11 214
a 11 4 214
a 4 12 752
a 12 4 752
a 4 13 639
a 13 4 639
a 4 14 889
a 14 4 889
a 4 15 221
a 15 4 221
a 4 16 427
a 16 4 427
a 4 18 595
a 18 4 595
a 4 19 816
a 19 4 816
a 4 20 337
a 20 4 337
a 4 21 871
a 21 4 871
a 4 22 892
a 22 4 892
a 4 24 316
a 24 4 316
a 4 25 452
a 25 4 452
a 4 27 905
a 27 4 905
a 4 28 561
a 28 4 561
a 4 29 148
a 29 4 148
a 4 30 602
a 30 4 602
a 4 31 759
a 31 4 759
a 4 32 645
a 32 4 645
a 4 33 861
a 33 4 861
a 4 34 509
a 34 4 509
a 4 35 160
a 35 4 160
a 4 36 244
a 36 4 244
a 4 37 536
a 37 4 536
a 4 39 507
a 39 4 507
a 4 40 796
a 40 4 796
a 4 41 768
a 41 4 768
a 4 43 132
a 43 4 132
a 4 44 592
a 44 4 592
a 4 45 963
a 45 4 963
a 4 46 983
a 46 4 983
a 4 47 346
a 47 4 346
a 4 48 555
a 48 4 555
a 4 49 215
a 49 4 215
a 4 50 397
a 50 4 397
a 4 51 600
a 51 4 600
a 4 52 693
a 52 4 693
a 4 53 909
a 53 4 909
a 4 55 931
a 55 4 931
a 4 56 359
a 56 4 359
a 4 58 790
a 58 4 790
a 4 59 899
a 59 4 899
a 4 60 927
a 60 4 927
a 4 61 901
a 61 4 901
a 4 62 311
a 62 4 311
a 4 63 189
a 63 4 189
a 4 65 603
a 65 4 603
a 4 66 961
a 66 4 961
a 4 67 683
a 67 4 683
a 4 68 653
a 68 4 653
a 4 69 939
a 69 4 939
a 4 70 329
a 70 4 329
a 4 71 844
a 71 4 844
a 4 72 993
a 72 4 993
a 4 73 268
a 73 4 268
a 4 74 441
a 74 4 441
a 4 75 187
a 75 4 187
a 4 76 330
a 76 4 330
a 4 77 158
a 77 4 158
a 4 78 589
a 78 4 589
a 4 79 124
a 79 4 124
a 4 80 990
a 80 4 990
a 4 81 881
a 81 4 881
a 4 82 436
a 82 4 436
a 4 83 459
a 83 4 459
a 4 84 372
a 84 4 372
a 4 85 531
a 85 4 531
a 4 86 822
a 86 4 822
a 4 87 490
a 87 4 490
a 4 88 569
a 88 4 569
a 4 89 114
a 89 4 114
a 4 90 413
a 90 4 413
a 4 91 438
a 91 4 438
a 4 92 729
a 92 4 729
a 4 93 724
a 93 4 724
a 4 94 923
a 94 4 923
a 4 95 398
a 95 4 398
a 4 96 402
a 96 4 402
a 4 97 798
a 97 4 798
a 4 98 355
a 98 4 355
a 4 99 382
a 99 4 382
a 4 100 175
a 100 4 175
a 5 6 219
a 6 5 219
a 5 7 168
a 7 5 168
a 5 8 100
a 8 5 100
a 5 9 655
a 9 5 655
a 5 10 734
a 10 5 734
a 5 12 182
a 12 5 182
a 5 13 865
a 13 5 865
a 5 14 675
a 14 5 675
a 5 15 136
a 15 5 136
a 5 16 776
a 16 5 776
a 5 17 944
a 17 5 944
a 5 18 500
a 18 5 500
a 5 19 898
a 19 5 898
a 5 20 558
a 20 5 558
a 5 22 140
a 22 5 140
a 5 23 178
a 23 5 178
a 5 24 116
a 24 5 116
a 5 25 571
a 25 5 571
a 5 26 123
a 26 5 123
a 5 27 200
a 27 5 200
a 5 28 764
a 28 5 764
a 5 29 374
a 29 5 374
a 5 30 957
a 30 5 957
a 5 31 268
a 31 5 268
a 5 32 875
a 32 5 875
a 5 33 842
a 33 5 842
a 5 34 976
a 34 5 976
a 5 35 764
a 35 5 764
a 5 36 559
a 36 5 559
a 5 38 830
a 38 5 830
a 5 39 581
a 39 5 581
a 5 40 342
a 40 5 342
a 5 41 679
a 41 5 679
a 5 42 893
a 42 5 893
a 5 43 772
a 43 5 772
a 5 44 856
a 44 5 856
a 5 45 568
a 45 5 568
a 5 46 198
a 46 5 198
a 5 47 994
a 47 5 994
a 5 48 716
a 48 5 716
a 5 52 764
a 52 5 764
a 5 54 797
a 54 5 797
a 5 55 130
a 55 5 130
a 5 56 148
a 56 5 148
a 5 57 205
a 57 5 205
a 5 58 339
a 58 5 339
a 5 59 248
a 59 5 248
a 5 60 908
a 60 5 908
a 5 61 486
a 61 5 486
a 5 62 805
a 62 5 805
a 5 63 530
a 63 5 530
a 5 64 352
a 64 5 352
a 5 65 194
a 65 5 194
a 5 66 651
a 66 5 651
a 5 67 265
a 67 5 265
a 5 68 618
a 68 5 618
a 5 69 657
a 69 5 657
a 5 70 260
a 70 5 260
a 5 71 104
a 71 5 104
a 5 72 636
a 72 5 636
a 5 73 944
a 73 5 944
a 5 74 541
a 74 5 541
a 5 75 602
a 75 5 602
a 5 76 899
a 76 5 899
a 5 77 300
a 77 5 300
a 5 78 641
a 78 5 641
a 5 79 771
a 79 5 771
a 5 80 280
a 80 5 280
a 5 81 673
a 81 5 673
a 5 82 178
a 82 5 178
a 5 83 975
a 83 5 975
a 5 84 482
a 84 5 482
a 5 85 801
a 85 5 801
a 5 86 277
a 86 5 277
a 5 87 194
a 87 5 194
a 5 88 374
a 88 5 374
a 5 89 608
a 89 5 608
a 5 90 691
a 90 5 691
a 5 91 280
a 91 5 280
a 5 92 965
a 92 5 965
a 5 93 819
a 93 5 819
a 5 94 669
a 94 5 669
a 5 95 323
a 95 5 323
a 5 96 357
a 96 5 357
a 5 97 764
a 97 5 764
a 5 98 321
a 98 5 321
a 5 99 311
a 99 5 311
a 5 100 965
a 100 5 965
a 6 7 106
a 7 6 106
a 6 8 345
a 8 6 345
a 6 9 469
a 9 6 469
a 6 10 714
a 10 6 714
a 6 13 629
a 13 6 629
a 6 14 212
a 14 6 212
a 6 15 902
a 15 6 902
a 6 16 483
a 16 6 483
a 6 19 348
a 19 6 348
a 6 20 804
a 20 6 804
a 6 21 887
a 21 6 887
a 6 22 953
a 22 6 953
a 6 23 474
a 23 6 474
a 6 24 831
a 24 6 831
a 6 25 232
a 25 6 232
a 6 26 674
a 26 6 674
a 6 27 393
a 27 6 393
a 6 28 721
a 28 6 721
a 6 29 367
a 29 6 367
a 6 30 397
a 30 6 397
a 6 31 342
a 31 6 342
a 6 32 939
a 32 6 939
a 6 33 803
a 33 6 803
a 6 34 255
a 34 6 255
a 6 35 424
a 35 6 424
a 6 36 185
a 36 6 185
a 6 38 517
a 38 6 517
a 6 39 749
a 39 6 749
a 6 41 935
a 41 6 935
a 6 42 886
a 42 6 886
a 6 43 466
a 43 6 466
a 6 44 585
a 44 6 585
a 6 47 272
a 47 6 272
a 6 48 990
a 48 6 990
a 6 50 158
a 50 6 158
a 6 51 471
a 51 6 471
a 6 52 350
a 52 6 350
a 6 53 671
a 53 6 671
a 6 54 941
a 54 6 941
a 6 55 760
a 55 6 760
a 6 56 339
a 56 6 339
a 6 57 719
a 57 6 719
a 6 58 303
a 58 6 303
a 6 59 991
a 59 6 991
a 6 60 395
a 60 6 395
a 6 61 653
a 61 6 653
a 6 62 157
a 62 6 157
a 6 63 849
a 63 6 849
a 6 65 777
a 65 6 777
a 6 66 815
a 66 6 815
a 6 67 605
a 67 6 605
a 6 68 835
a 68 6 835
a 6 69 109
a 69 6 109
a 6 70 110
a 70 6 110
a 6 71 686
a 71 6 686
a 6 72 748
a 72 6 748
a 6 73 291
a 73 6 291
a 6 74 655
a 74 6 655
a 6 75 461
a 75 6 461
a 6 76 446
a 76 6 446
a 6 77 754
a 77 6 754
a 6 78 831
a 78 6 831
a 6 79 554
a 79 6 554
a 6 80 414
a 80 6 414
a 6 81 815
a 81 6 815
a 6 82 381
a 82 6 381
a 6 83 338
a 83 6 338
a 6 84 855
a 84 6 855
a 6 85 576
a 85 6 576
a 6 86 381
a 86 6 381
a 6 87 676
a 87 6 676
a 6 88 877
a 88 6 877
a 6 89 727
a 89 6 727
a 6 90 235
a 90 6 235
a 6 91 187
a 91 6 187
a 6 92 853
a 92 6 853
a 6 93 361
a 93 6 361
a 6 94 358
a 94 6 358
a 6 95 701
a 95 6 701
a 6 96 296
a 96 6 296
a 6 97 825
a 97 6 825
a 6 98 142
a 98 6 142
a 6 99 363
a 99 6 363
a 6 100 609
a 100 6 609
a 7 9 302
a 9 7 302
a 7 10 756
a 10 7 756
a 7 11 224
a 11 7 224
a 7 13 985
a 13 7 985
a 7 14 589
a 14 7 589
a 7 15 147
a 15 7 147
a 7 16 813
a 16 7 813
a 7 18 724
a 18 7 724
a 7 20 726
a 20 7 726
a 7 21 702
a 21 7 702
a 7 22 834
a 22 7 834
a 7 23 310
a 23 7 310
a 7 24 632
a 24 7 632
a 7 25 189
a 25 7 189
a 7 26 413
a 26 7 413
a 7 27 521
a 27 7 521
a 7 28 746
a 28 7 746
a 7 29 851
a 29 7 851
a 7 30 457
a 30 7 457
a 7 31 291
a 31 7 291
a 7 33 930
a 33 7 930
a 7 34 335
a 34 7 335
a 7 35 348
a 35 7 348
a 7 36 845
a 36 7 845
a 7 37 295
a 37 7 295
a 7 38 708
a 38 7 708
a 7 39 913
a 39 7 913
a 7 40 588
a 40 7 588
a 7 42 344
a 42 7 344
a 7 43 462
a 43 7 462
a 7 44 177
a 44 7 177
a 7 45 824
a 45 7 824
a 7 46 200
a 46 7 200
a 7 48 925
a 48 7 925
a 7 49 763
a 49 7 763
a 7 50 575
a 50 7 575
a 7 51 677
a 51 7 677
a 7 52 743
a 52 7 743
a 7 53 509
a 53 7 509
a 7 54 982
a 54 7 982
a 7 55 660
a 55 7 660
a 7 56 663
a 56 7 663
a 7 57 409
a 57 7 409
a 7 58 981
a 58 7 981
a 7 59 829
a 59 7 829
a 7 60 709
a 60 7 709
a 7 61 830
a 61 7 830
a 7 62 718
a 62 7 718
a 7 63 939
a 63 7 939
a 7 64 940
a 64 7 940
a 7 65 712
a 65 7 712
a 7 66 242
a 66 7 242
a 7 67 341
a 67 7 341
a 7 68 810
a 68 7 810
a 7 69 457
a 69 7 457
a 7 70 345
a 70 7 345
a 7 71 856
a 71 7 856
a 7 72 107
a 72 7 107
a 7 73 717
a 73 7 717
a 7 74 345
a 74 7 345
a 7 75 513
a 75 7 513
a 7 76 145
a 76 7 145
a 7 77 444
a 77 7 444
a 7 78 172
a 78 7 172
a 7 79 840
a 79 7 840
a 7 80 796
a 80 7 796
a 7 81 523
a 81 7 523
a 7 82 294
a 82 7 294
a 7 83 409
a 83 7 409
a 7 84 234
a 84 7 234
a 7 85 964
a 85 7 964
a 7 86 259
a 86 7 259
a 7 87 694
a 87 7 694
a 7 88 876
a 88 7 876
a 7 89 949
a 89 7 949
a 7 90 910
a 90 7 910
a 7 91 126
a 91 7 126
a 7 92 205
a 92 7 205
a 7 93 780
a 93 7 780
a 7 94 554
a 94 7 554
a 7 95 248
a 95 7 248
a 7 96 707
a 96 7 707
a 7 97 372
a 97 7 372
a 7 98 706
a 98 7 706
a 7 99 720
a 99 7 720
a 7 100 514
a 100 7 514
a 8 9 523
a 9 8 523
a 8 11 594
a 11 8 594
a 8 12 967
a 12 8 967
a 8 13 438
a 13 8 438
a 8 14 311
a 14 8 311
a 8 15 510
a 15 8 510
a 8 17 180
a 17 8 180
a 8 18 329
a 18 8 329
a 8 19 970
a 19 8 970
a 8 21 970
a 21 8 970
a 8 23 895
a 23 8 895
a 8 25 148
a 25 8 148
a 8 26 959
a 26 8 959
a 8 28 672
a 28 8 672
a 8 30 433
a 30 8 433
a 8 32 459
a 32 8 459
a 8 33 965
a 33 8 965
a 8 36 686
a 36 8 686
a 8 37 521
a 37 8 521
a 8 38 547
a 38 8 547
a 8 40 919
a 40 8 919
a 8 41 959
a 41 8 959
a 8 42 477
a 42 8 477
a 8 43 482
a 43 8 482
a 8 44 641
a 44 8 641
a 8 45 929
a 45 8 929
a 8 47 787
a 47 8 787
a 8 48 697
a 48 8 697
a 8 49 356
a 49 8 356
a 8 50 544
a 50 8 544
a 8 51 493
a 51 8 493
a 8 52 966
a 52 8 966
a 8 53 574
a 53 8 574
a 8 54 236
a 54 8 236
a 8 55 915
a 55 8 915
a 8 56 546
a 56 8 546
a 8 57 449
a 57 8 449
a 8 58 512
a 58 8 512
a 8 59 824
a 59 8 824
a 8 61 165
a 61 8 165
a 8 62 345
a 62 8 345
a 8 63 645
a 63 8 645
a 8 64 821
a 64 8 821
a 8 65 414
a 65 8 414
a 8 66 295
a 66 8 295
a 8 67 807
a 67 8 807
a 8 68 417
a 68 8 417
a 8 69 531
a 69 8 531
a 8 70 754
a 70 8 754
a 8 71 689
a 71 8 689
a 8 72 536
a 72 8 536
a 8 73 732
a 73 8 732
a 8 74 561
a 74 8 561
a 8 75 128
a 75 8 128
a 8 76 242
a 76 8 242
a 8 77 860
a 77 8 860
a 8 78 1000
a 78 8 1000
a 8 79 109
a 79 8 109
a 8 80 125
a 80 8 125
a 8 81 271
a 81 8 271
a 8 82 750
a 82 8 750
a 8 83 324
a 83 8 324
a 8 84 613
a 84 8 613
a 8 85 472
a 85 8 472
a 8 86 907
a 86 8 907
a 8 87 225
a 87 8 225
a 8 88 412
a 88 8 412
a 8 89 504
a 89 8 504
a 8 90 957
a 90 8 957
a 8 91 642
a 91 8 642
a 8 92 221
a 92 8 221
a 8 93 400
a 93 8 400
a 8 94 152
a 94 8 152
a 8 95 974
a 95 8 974
a 8 96 702
a 96 8 702
a 8 97 291
a 97 8 291
a 8 98 978
a 98 8 978
a 8 99 625
a 99 8 625
a 8 100 443
a 100 8 443
a 9 10 841
a 10 9 841
a 9 11 209
a 11 9 209
a 9 12 521
a 12 9 521
a 9 13 592
a 13 9 592
a 9 14 979
a 14 9 979
a 9 16 793
a 16 9 793
a 9 18 181
a 18 9 181
a 9 19 706
a 19 9 706
a 9 20 922
a 20 9 922
a 9 21 517
a 21 9 517
a 9 23 894
a 23 9 894
a 9 24 265
a 24 9 265
a 9 26 814
a 26 9 814
a 9 27 195
a 27 9 195
a 9 28 495
a 28 9 495
a 9 29 221
a 29 9 221
a 9 30 561
a 30 9 561
a 9 31 102
a 31 9 102
a 9 32 232
a 32 9 232
a 9 33 910
a 33 9 910
a 9 34 638
a 34 9 638
a 9 35 871
a 35 9 871
a 9 36 608
a 36 9 608
a 9 37 240
a 37 9 240
a 9 38 586
a 38 9 586
a 9 39 664
a 39 9 664
a 9 40 120
a 40 9 120
a 9 41 375
a 41 9 375
a 9 42 630
a 42 9 630
a 9 43 823
a 43 9 823
a 9 44 279
a 44 9 279
a 9 45 313
a 45 9 313
a 9 46 895
a 46 9 895
a 9 48 991
a 48 9 991
a 9 49 293
a 49 9 293
a 9 50 338
a 50 9 338
a 9 52 678
a 52 9 678
a 9 54 905
a 54 9 905
a 9 55 742
a 55 9 742
a 9 56 144
a 56 9 144
a 9 57 546
a 57 9 546
a 9 59 730
a 59 9 730
a 9 60 240
a 60 9 240
a 9 61 412
a 61 9 412
a 9 62 694
a 62 9 694
a 9 63 203
a 63 9 203
a 9 64 833
a 64 9 833
a 9 66 506
a 66 9 506
a 9 67 523
a 67 9 523
a 9 68 121
a 68 9 121
a 9 69 917
a 69 9 917
a 9 71 583
a 71 9 583
a 9 72 560
a 72 9 560
a 9 73 846
a 73 9 846
a 9 74 879
a 74 9 879
a 9 75 636
a 75 9 636
a 9 76 258
a 76 9 258
a 9 77 421
a 77 9 421
a 9 78 637
a 78 9 637
a 9 79 285
a 79 9 285
a 9 80 842
a 80 9 842
a 9 81 969
a 81 9 969
a 9 82 752
a 82 9 752
a 9 83 151
a 83 9 151
a 9 84 235
a 84 9 235
a 9 85 128
a 85 9 128
a 9 86 682
a 86 9 682
a 9 87 773
a 87 9 773
a 9 88 165
a 88 9 165
a 9 89 907
a 89 9 907
a 9 90 526
a 90 9 526
a 9 91 658
a 91 9 658
a 9 92 681
a 92 9 681
a 9 93 758
a 93 9 758
a 9 94 195
a 94 9 195
a 9 95 632
a 95 9 632
a 9 96 518
a 96 9 518
a 9 97 575
a 97 9 575
a 9 98 970
a 98 9 970
a 9 99 825
a 99 9 825
a 9 100 193
a 100 9 193
a 10 11 862
a 11 10 862
a 10 12 649
a 12 10 649
a 10 14 542
a 14 10 542
a 10 15 849
a 15 10 849
a 10 16 917
a 16 10 917
a 10 17 312
a 17 10 312
a 10 18 313
a 18 10 313
a 10 19 471
a 19 10 471
a 10 20 568
a 20 10 568
a 10 21 314
a 21 10 314
a 10 22 553
a 22 10 553
a 10 23 483
a 23 10 483
a 10 24 738
a 24 10 738
a 10 25 581
a 25 10 581
a 10 26 894
a 26 10 894
a 10 27 248
a 27 10 248
a 10 28 940
a 28 10 940
a 10 29 684
a 29 10 684
a 10 30 338
a 30 10 338
a 10 31 891
a 31 10 891
a 10 32 414
a 32 10 414
a 10 33 446
a 33 10 446
a 10 34 129
a 34 10 129
a 10 35 197
a 35 10 197
a 10 37 119
a 37 10 119
a 10 38 188
a 38 10 188
a 10 41 234
a 41 10 234
a 10 42 678
a 42 10 678
a 10 44 949
a 44 10 949
a 10 45 502
a 45 10 502
a 10 46 197
a 46 10 197
a 10 47 139
a 47 10 139
a 10 48 476
a 48 10 476
a 10 51 961
a 51 10 961
a 10 52 371
a 52 10 371
a 10 53 257
a 53 10 257
a 10 55 107
a 55 10 107
a 10 56 492
a 56 10 492
a 10 57 117
a 57 10 117
a 10 58 997
a 58 10 997
a 10 59 270
a 59 10 270
a 10 60 874
a 60 10 874
a 10 61 411
a 61 10 411
a 10 62 256
a 62 10 256
a 10 63 973
a 63 10 973
a 10 64 885
a 64 10 885
a 10 66 506
a 66 10 506
a 10 67 256
a 67 10 256
a 10 68 155
a 68 10 155
a 10 69 193
a 69 10 193
a 10 70 442
a 70 10 442
a 10 71 901
a 71 10 901
a 10 72 171
a 72 10 171
a 10 73 336
a 73 10 336
a 10 74 612
a 74 10 612
a 10 75 941
a 75 10 941
a 10 76 309
a 76 10 309
a 10 77 915
a 77 10 915
a 10 78 912
a 78 10 912
a 10 79 921
a 79 10 921
a 10 80 272
a 80 10 272
a 10 81 527
a 81 10 527
a 10 82 227
a 82 10 227
a 10 83 919
a 83 10 919
a 10 84 738
a 84 10 738
a 10 85 333
a 85 10 333
a 10 86 378
a 86 10 378
a 10 87 406
a 87 10 406
a 10 88 494
a 88 10 494
a 10 89 514
a 89 10 514
a 10 90 106
a 90 10 106
a 10 91 687
a 91 10 687
a 10 92 693
a 92 10 693
a 10 93 125
a 93 10 125
a 10 94 305
a 94 10 305
a 10 95 713
a 95 10 713
a 10 96 702
a 96 10 702
a 10 97 828
a 97 10 828
a 10 98 133
a 98 10 133
a 10 99 868
a 99 10 868
a 10 100 602
a 100 10 602
a 11 12 988
a 12 11 988
a 11 13 284
a 13 11 284
a 11 14 250
a 14 11 250
a 11 15 538
a 15 11 538
a 11 16 860
a 16 11 860
a 11 17 851
a 17 11 851
a 11 18 309
a 18 11 309
a 11 19 118
a 19 11 118
a 11 20 607
a 20 11 607
a 11 21 807
a 21 11 807
a 11 22 824
a 22 11 824
a 11 23 736
a 23 11 736
a 11 24 150
a 24 11 150
a 11 25 235
a 25 11 235
a 11 26 380
a 26 11 380
a 11 27 699
a 27 11 699
a 11 28 112
a 28 11 112
a 11 29 474
a 29 11 474
a 11 31 465
a 31 11 465
a 11 32 691
a 32 11 691
a 11 33 895
a 33 11 895
a 11 34 681
a 34 11 681
a 11 35 561
a 35 11 561
a 11 36 373
