p sp 100 4400
a 53 4 180
a 4 54 753
a 54 4 753
a 4 55 313
a 55 4 313
a 4 56 717
a 56 4 717
a 4 57 571
a 57 4 571
a 4 58 390
a 58 4 390
a 4 62 210
a 62 4 210
a 4 64 747
a 64 4 747
a 4 66 421
a 66 4 421
a 4 67 954
a 67 4 954
a 4 69 471
a 69 4 471
a 4 70 492
a 70 4 492
a 4 71 766
a 71 4 766
a 4 74 239
a 74 4 239
a 4 79 307
a 79 4 307
a 4 80 566
a 80 4 566
a 4 82 969
a 82 4 969
a 4 86 479
a 86 4 479
a 4 87 297
a 87 4 297
a 4 88 794
a 88 4 794
a 4 89 997
a 89 4 997
a 4 92 681
a 92 4 681
a 4 94 542
a 94 4 542
a 4 95 736
a 95 4 736
a 5 7 300
a 7 5 300
a 5 8 944
a 8 5 944
a 5 9 877
a 9 5 877
a 5 12 266
a 12 5 266
a 5 14 830
a 14 5 830
a 5 15 978
a 15 5 978
a 5 17 860
a 17 5 860
a 5 19 758
a 19 5 758
a 5 23 989
a 23 5 989
a 5 25 911
a 25 5 911
a 5 26 390
a 26 5 390
a 5 27 426
a 27 5 426
a 5 29 788
a 29 5 788
a 5 35 442
a 35 5 442
a 5 36 646
a 36 5 646
a 5 37 690
a 37 5 690
a 5 39 115
a 39 5 115
a 5 41 305
a 41 5 305
a 5 43 291
a 43 5 291
a 5 45 968
a 45 5 968
a 5 46 520
a 46 5 520
a 5 48 598
a 48 5 598
a 5 49 681
a 49 5 681
a 5 50 168
a 50 5 168
a 5 55 200
a 55 5 200
a 5 60 860
a 60 5 860
a 5 63 544
a 63 5 544
a 5 64 171
a 64 5 171
a 5 68 851
a 68 5 851
a 5 69 550
a 69 5 550
a 5 74 899
a 74 5 899
a 5 75 656
a 75 5 656
a 5 80 622
a 80 5 622
a 5 86 368
a 86 5 368
a 5 88 498
a 88 5 498
a 5 89 695
a 89 5 695
a 5 90 170
a 90 5 170
a 5 91 148
a 91 5 148
a 5 94 877
a 94 5 877
a 5 95 131
a 95 5 131
a 5 96 647
a 96 5 647
a 5 97 310
a 97 5 310
a 5 99 892
a 99 5 892
a 5 100 532
a 100 5 532
a 6 8 734
a 8 6 734
a 6 10 764
a 10 6 764
a 6 11 968
a 11 6 968
a 6 15 215
a 15 6 215
a 6 17 545
a 17 6 545
a 6 19 202
a 19 6 202
a 6 22 499
a 22 6 499
a 6 23 768
a 23 6 768
a 6 24 162
a 24 6 162
a 6 28 907
a 28 6 907
a 6 32 973
a 32 6 973
a 6 35 272
a 35 6 272
a 6 37 313
a 37 6 313
a 6 38 638
a 38 6 638
a 6 39 999
a 39 6 999
a 6 40 839
a 40 6 839
a 6 44 249
a 44 6 249
a 6 46 774
a 46 6 774
a 6 50 211
a 50 6 211
a 6 51 227
a 51 6 227
a 6 56 889
a 56 6 889
a 6 58 749
a 58 6 749
a 6 59 200
a 59 6 200
a 6 61 722
a 61 6 722
a 6 63 534
a 63 6 534
a 6 65 352
a 65 6 352
a 6 68 915
a 68 6 915
a 6 69 783
a 69 6 783
a 6 74 367
a 74 6 367
a 6 76 453
a 76 6 453
a 6 77 757
a 77 6 757
a 6 80 238
a 80 6 238
a 6 82 255
a 82 6 255
a 6 84 781
a 84 6 781
a 6 86 787
a 86 6 787
a 6 88 821
a 88 6 821
a 6 89 812
a 89 6 812
a 6 90 447
a 90 6 447
a 6 91 402
a 91 6 402
a 6 93 984
a 93 6 984
a 6 94 464
a 94 6 464
a 6 99 766
a 99 6 766
a 6 100 781
a 100 6 781
a 7 8 740
a 8 7 740
a 7 13 404
a 13 7 404
a 7 14 851
a 14 7 851
a 7 16 319
a 16 7 319
a 7 20 641
a 20 7 641
a 7 23 111
a 23 7 111
a 7 24 623
a 24 7 623
a 7 27 526
a 27 7 526
a 7 28 864
a 28 7 864
a 7 31 964
a 31 7 964
a 7 32 409
a 32 7 409
a 7 33 697
a 33 7 697
a 7 34 134
a 34 7 134
a 7 35 875
a 35 7 875
a 7 39 472
a 39 7 472
a 7 44 629
a 44 7 629
a 7 49 258
a 49 7 258
a 7 50 350
a 50 7 350
a 7 55 388
a 55 7 388
a 7 56 776
a 56 7 776
a 7 59 515
a 59 7 515
a 7 63 567
a 63 7 567
a 7 64 563
a 64 7 563
a 7 67 281
a 67 7 281
a 7 69 472
a 69 7 472
a 7 70 277
a 70 7 277
a 7 72 133
a 72 7 133
a 7 74 713
a 74 7 713
a 7 75 795
a 75 7 795
a 7 76 893
a 76 7 893
a 7 80 573
a 80 7 573
a 7 83 104
a 83 7 104
a 7 86 368
a 86 7 368
a 7 89 899
a 89 7 899
a 7 90 523
a 90 7 523
a 7 97 649
a 97 7 649
a 7 98 763
a 98 7 763
a 7 100 972
a 100 7 972
a 8 9 590
a 9 8 590
a 8 10 354
a 10 8 354
a 8 12 255
a 12 8 255
a 8 15 241
a 15 8 241
a 8 17 369
a 17 8 369
a 8 18 552
a 18 8 552
a 8 21 139
a 21 8 139
a 8 25 370
a 25 8 370
a 8 26 612
a 26 8 612
a 8 28 165
a 28 8 165
a 8 30 103
a 30 8 103
a 8 33 136
a 33 8 136
a 8 34 117
a 34 8 117
a 8 42 777
a 42 8 777
a 8 43 547
a 43 8 547
a 8 46 636
a 46 8 636
a 8 47 955
a 47 8 955
a 8 48 688
a 48 8 688
a 8 50 892
a 50 8 892
a 8 53 905
a 53 8 905
a 8 57 755
a 57 8 755
a 8 58 660
a 58 8 660
a 8 59 388
a 59 8 388
a 8 61 435
a 61 8 435
a 8 63 242
a 63 8 242
a 8 70 825
a 70 8 825
a 8 73 387
a 73 8 387
a 8 76 952
a 76 8 952
a 8 79 279
a 79 8 279
a 8 80 487
a 80 8 487
a 8 82 952
a 82 8 952
a 8 83 379
a 83 8 379
a 8 88 741
a 88 8 741
a 8 89 552
a 89 8 552
a 8 90 109
a 90 8 109
a 8 93 360
a 93 8 360
a 8 94 554
a 94 8 554
a 8 97 487
a 97 8 487
a 8 98 224
a 98 8 224
a 9 12 318
a 12 9 318
a 9 17 231
a 17 9 231
a 9 19 892
a 19 9 892
a 9 26 702
a 26 9 702
a 9 27 532
a 27 9 532
a 9 30 422
a 30 9 422
a 9 32 712
a 32 9 712
a 9 37 409
a 37 9 409
a 9 38 781
a 38 9 781
a 9 39 725
a 39 9 725
a 9 40 203
a 40 9 203
a 9 42 428
a 42 9 428
a 9 43 149
a 43 9 149
a 9 44 968
a 44 9 968
a 9 45 303
a 45 9 303
a 9 46 723
a 46 9 723
a 9 47 466
a 47 9 466
a 9 50 112
a 50 9 112
a 9 51 452
a 51 9 452
a 9 56 327
a 56 9 327
a 9 60 823
a 60 9 823
a 9 63 746
a 63 9 746
a 9 64 832
a 64 9 832
a 9 68 290
a 68 9 290
a 9 69 766
a 69 9 766
a 9 73 718
a 73 9 718
a 9 76 207
a 76 9 207
a 9 80 487
a 80 9 487
a 9 83 790
a 83 9 790
a 9 84 198
a 84 9 198
a 9 86 534
a 86 9 534
a 9 88 726
a 88 9 726
a 9 90 420
a 90 9 420
a 9 92 293
a 92 9 293
a 9 93 411
a 93 9 411
a 9 95 801
a 95 9 801
a 10 18 591
a 18 10 591
a 10 19 677
a 19 10 677
a 10 20 711
a 20 10 711
a 10 28 358
a 28 10 358
a 10 29 821
a 29 10 821
a 10 36 838
a 36 10 838
a 10 43 514
a 43 10 514
a 10 44 283
a 44 10 283
a 10 53 150
a 53 10 150
a 10 54 608
a 54 10 608
a 10 56 935
a 56 10 935
a 10 57 628
a 57 10 628
a 10 59 434
a 59 10 434
a 10 60 181
a 60 10 181
a 10 62 609
a 62 10 609
a 10 64 264
a 64 10 264
a 10 65 189
a 65 10 189
a 10 66 263
a 66 10 263
a 10 68 999
a 68 10 999
a 10 70 644
a 70 10 644
a 10 71 142
a 71 10 142
a 10 72 348
a 72 10 348
a 10 78 264
a 78 10 264
a 10 79 202
a 79 10 202
a 10 80 741
a 80 10 741
a 10 84 652
a 84 10 652
a 10 89 196
a 89 10 196
a 10 90 867
a 90 10 867
a 10 91 636
a 91 10 636
a 10 92 726
a 92 10 726
a 10 95 764
a 95 10 764
a 10 98 372
a 98 10 372
a 10 100 985
a 100 10 985
a 11 22 372
a 22 11 372
a 11 26 879
a 26 11 879
a 11 27 545
a 27 11 545
a 11 32 268
a 32 11 268
a 11 33 556
a 33 11 556
a 11 35 953
a 35 11 953
a 11 36 547
a 36 11 547
a 11 37 620
a 37 11 620
a 11 39 219
a 39 11 219
a 11 42 903
a 42 11 903
a 11 44 237
a 44 11 237
a 11 47 913
a 47 11 913
a 11 50 130
a 50 11 130
a 11 52 807
a 52 11 807
a 11 57 147
a 57 11 147
a 11 58 367
a 58 11 367
a 11 59 851
a 59 11 851
a 11 61 796
a 61 11 796
a 11 62 819
a 62 11 819
a 11 68 326
a 68 11 326
a 11 70 278
a 70 11 278
a 11 73 291
a 73 11 291
a 11 75 203
a 75 11 203
a 11 76 234
a 76 11 234
a 11 85 235
a 85 11 235
a 11 86 263
a 86 11 263
a 11 88 328
a 88 11 328
a 11 91 414
a 91 11 414
a 11 92 530
a 92 11 530
a 11 95 612
a 95 11 612
a 11 97 389
a 97 11 389
a 11 98 125
a 98 11 125
a 11 99 578
a 99 11 578
a 11 100 910
a 100 11 910
a 12 13 895
a 13 12 895
a 12 15 966
a 15 12 966
a 12 16 975
a 16 12 975
a 12 18 247
a 18 12 247
a 12 20 421
a 20 12 421
a 12 21 306
a 21 12 306
a 12 23 773
a 23 12 773
a 12 26 565
a 26 12 565
a 12 28 926
a 28 12 926
a 12 30 996
a 30 12 996
a 12 35 537
a 35 12 537
a 12 37 478
a 37 12 478
a 12 38 865
a 38 12 865
a 12 44 610
a 44 12 610
a 12 46 343
a 46 12 343
a 12 47 247
a 47 12 247
a 12 51 613
a 51 12 613
a 12 53 302
a 53 12 302
a 12 55 460
a 55 12 460
a 12 57 681
a 57 12 681
a 12 58 329
a 58 12 329
a 12 62 917
a 62 12 917
a 12 64 891
a 64 12 891
a 12 65 999
a 65 12 999
a 12 67 565
a 67 12 565
a 12 77 317
a 77 12 317
a 12 79 407
a 79 12 407
a 12 83 550
a 83 12 550
a 12 84 410
a 84 12 410
a 12 86 390
a 86 12 390
a 12 89 303
a 89 12 303
a 12 91 744
a 91 12 744
a 12 92 415
a 92 12 415
a 12 96 878
a 96 12 878
a 12 97 866
a 97 12 866
a 12 99 378
a 99 12 378
a 13 16 805
a 16 13 805
a 13 18 113
a 18 13 113
a 13 22 112
a 22 13 112
a 13 25 586
a 25 13 586
a 13 26 614
a 26 13 614
a 13 27 769
a 27 13 769
a 13 28 374
a 28 13 374
a 13 29 996
a 29 13 996
a 13 31 914
a 31 13 914
a 13 32 216
a 32 13 216
a 13 34 793
a 34 13 793
a 13 41 841
a 41 13 841
a 13 42 495
a 42 13 495
a 13 47 234
a 47 13 234
a 13 48 595
a 48 13 595
a 13 52 825
a 52 13 825
a 13 55 873
a 55 13 873
a 13 57 339
a 57 13 339
a 13 58 477
a 58 13 477
a 13 60 724
a 60 13 724
a 13 61 879
a 61 13 879
a 13 62 656
a 62 13 656
a 13 65 659
a 65 13 659
a 13 66 272
a 66 13 272
a 13 68 829
a 68 13 829
a 13 70 476
a 70 13 476
a 13 73 763
a 73 13 763
a 13 74 151
a 74 13 151
a 13 76 109
a 76 13 109
a 13 78 348
a 78 13 348
a 13 79 165
a 79 13 165
a 13 82 524
a 82 13 524
a 13 84 235
a 84 13 235
a 13 86 386
a 86 13 386
a 13 90 631
a 90 13 631
a 13 91 391
a 91 13 391
a 13 97 283
a 97 13 283
a 13 98 396
a 98 13 396
a 13 100 360
a 100 13 360
a 14 16 208
a 16 14 208
a 14 19 677
a 19 14 677
a 14 22 658
a 22 14 658
a 14 23 526
a 23 14 526
a 14 24 537
a 24 14 537
a 14 25 406
a 25 14 406
a 14 27 587
a 27 14 587
a 14 28 1000
a 28 14 1000
a 14 30 983
a 30 14 983
a 14 31 178
a 31 14 178
a 14 33 938
a 33 14 938
a 14 38 133
a 38 14 133
a 14 40 805
a 40 14 805
a 14 42 758
a 42 14 758
a 14 44 943
a 44 14 943
a 14 45 298
a 45 14 298
a 14 49 217
a 49 14 217
a 14 50 890
a 50 14 890
a 14 52 416
a 52 14 416
a 14 54 797
a 54 14 797
a 14 56 132
a 56 14 132
a 14 59 794
a 59 14 794
a 14 60 553
a 60 14 553
a 14 62 975
a 62 14 975
a 14 68 430
a 68 14 430
a 14 71 911
a 71 14 911
a 14 73 910
a 73 14 910
a 14 75 115
a 75 14 115
a 14 78 616
a 78 14 616
a 14 79 499
a 79 14 499
a 14 81 935
a 81 14 935
a 14 82 233
a 82 14 233
a 14 87 501
a 87 14 501
a 14 89 461
a 89 14 461
a 14 90 967
a 90 14 967
a 14 93 586
a 93 14 586
a 14 95 180
a 95 14 180
a 14 96 228
a 96 14 228
a 14 97 907
a 97 14 907
a 14 98 176
a 98 14 176
a 15 16 159
a 16 15 159
a 15 19 209
a 19 15 209
a 15 22 949
a 22 15 949
a 15 25 590
a 25 15 590
a 15 27 260
a 27 15 260
a 15 28 139
a 28 15 139
a 15 29 325
a 29 15 325
a 15 32 129
a 32 15 129
a 15 43 231
a 43 15 231
a 15 46 547
a 46 15 547
a 15 49 634
a 49 15 634
a 15 51 496
a 51 15 496
a 15 52 322
a 52 15 322
a 15 53 305
a 53 15 305
a 15 55 718
a 55 15 718
a 15 60 864
a 60 15 864
a 15 61 152
a 61 15 152
a 15 63 886
a 63 15 886
a 15 64 731
a 64 15 731
a 15 66 654
a 66 15 654
a 15 70 180
a 70 15 180
a 15 71 207
a 71 15 207
a 15 72 203
a 72 15 203
a 15 73 951
a 73 15 951
a 15 75 176
a 75 15 176
a 15 76 816
a 76 15 816
a 15 77 100
a 77 15 100
a 15 81 338
a 81 15 338
a 15 82 458
a 82 15 458
a 15 84 940
a 84 15 940
a 15 86 135
a 86 15 135
a 15 88 143
a 88 15 143
a 15 92 946
a 92 15 946
a 15 96 644
a 96 15 644
a 15 97 396
a 97 15 396
a 15 98 607
a 98 15 607
a 16 18 399
a 18 16 399
a 16 21 214
a 21 16 214
a 16 22 838
a 22 16 838
a 16 24 109
a 24 16 109
a 16 25 192
a 25 16 192
a 16 29 173
a 29 16 173
a 16 30 154
a 30 16 154
a 16 34 922
a 34 16 922
a 16 36 293
a 36 16 293
a 16 39 502
a 39 16 502
a 16 40 375
a 40 16 375
a 16 43 817
a 43 16 817
a 16 51 978
a 51 16 978
a 16 52 549
a 52 16 549
a 16 55 943
a 55 16 943
a 16 64 705
a 64 16 705
a 16 67 820
a 67 16 820
a 16 69 803
a 69 16 803
a 16 73 114
a 73 16 114
a 16 75 765
a 75 16 765
a 16 77 772
a 77 16 772
a 16 82 861
a 82 16 861
a 16 84 795
a 84 16 795
a 16 85 570
a 85 16 570
a 16 87 932
a 87 16 932
a 16 88 741
a 88 16 741
a 16 89 251
a 89 16 251
a 16 90 728
a 90 16 728
a 16 91 415
a 91 16 415
a 16 93 173
a 93 16 173
a 16 94 712
a 94 16 712
a 16 99 690
a 99 16 690
a 17 18 614
a 18 17 614
a 17 22 162
a 22 17 162
a 17 25 982
a 25 17 982
a 17 26 849
a 26 17 849
a 17 31 512
a 31 17 512
a 17 32 591
a 32 17 591
a 17 33 576
a 33 17 576
a 17 35 669
a 35 17 669
a 17 39 998
a 39 17 998
a 17 41 309
a 41 17 309
a 17 42 248
a 42 17 248
a 17 43 203
a 43 17 203
a 17 44 240
a 44 17 240
a 17 46 168
a 46 17 168
a 17 49 389
a 49 17 389
a 17 50 743
a 50 17 743
a 17 52 763
a 52 17 763
a 17 56 888
a 56 17 888
a 17 57 457
a 57 17 457
a 17 60 525
a 60 17 525
a 17 65 204
a 65 17 204
a 17 67 855
a 67 17 855
a 17 70 153
a 70 17 153
a 17 71 693
a 71 17 693
a 17 72 674
a 72 17 674
a 17 73 870
a 73 17 870
a 17 74 501
a 74 17 501
a 17 75 555
a 75 17 555
a 17 79 264
a 79 17 264
a 17 80 916
a 80 17 916
a 17 82 948
a 82 17 948
a 17 92 352
a 92 17 352
a 17 93 896
a 93 17 896
a 17 94 494
a 94 17 494
a 17 97 414
a 97 17 414
a 17 100 949
a 100 17 949
a 18 20 462
a 20 18 462
a 18 21 721
a 21 18 721
a 18 22 829
a 22 18 829
a 18 23 481
a 23 18 481
a 18 24 908
a 24 18 908
a 18 25 886
a 25 18 886
a 18 28 445
a 28 18 445
a 18 32 872
a 32 18 872
a 18 33 440
a 33 18 440
a 18 34 137
a 34 18 137
a 18 36 202
a 36 18 202
a 18 39 654
a 39 18 654
a 18 40 391
a 40 18 391
a 18 41 738
a 41 18 738
a 18 43 588
a 43 18 588
a 18 47 359
a 47 18 359
a 18 48 318
a 48 18 318
a 18 49 247
a 49 18 247
a 18 53 566
a 53 18 566
a 18 54 502
a 54 18 502
a 18 57 809
a 57 18 809
a 18 60 591
a 60 18 591
a 18 62 725
a 62 18 725
a 18 67 718
a 67 18 718
a 18 69 964
a 69 18 964
a 18 71 457
a 71 18 457
a 18 73 675
a 73 18 675
a 18 76 234
a 76 18 234
a 18 79 320
a 79 18 320
a 18 81 216
a 81 18 216
a 18 82 416
a 82 18 416
a 18 83 458
a 83 18 458
a 18 85 568
a 85 18 568
a 18 87 919
a 87 18 919
a 18 90 228
a 90 18 228
a 18 96 991
a 96 18 991
a 18 99 625
a 99 18 625
a 19 21 482
a 21 19 482
a 19 25 654
a 25 19 654
a 19 27 898
a 27 19 898
a 19 29 762
a 29 19 762
a 19 32 625
a 32 19 625
a 19 33 773
a 33 19 773
a 19 35 224
a 35 19 224
a 19 37 893
a 37 19 893
a 19 40 379
a 40 19 379
a 19 41 764
a 41 19 764
a 19 43 439
a 43 19 439
a 19 53 347
a 53 19 347
a 19 54 592
a 54 19 592
a 19 56 815
a 56 19 815
a 19 57 973
a 57 19 973
a 19 59 319
a 59 19 319
a 19 66 105
a 66 19 105
a 19 72 335
a 72 19 335
a 19 74 121
a 74 19 121
a 19 81 716
a 81 19 716
a 19 82 555
a 82 19 555
a 19 85 974
a 85 19 974
a 19 86 220
a 86 19 220
a 19 88 466
a 88 19 466
a 19 89 677
a 89 19 677
a 19 90 219
a 90 19 219
a 19 91 527
a 91 19 527
a 19 95 871
a 95 19 871
a 19 96 650
a 96 19 650
a 19 97 271
a 97 19 271
a 19 98 917
a 98 19 917
a 19 99 565
a 99 19 565
a 20 21 297
a 21 20 297
a 20 22 661
a 22 20 661
a 20 23 486
a 23 20 486
a 20 25 820
a 25 20 820
a 20 26 345
a 26 20 345
a 20 27 330
a 27 20 330
a 20 30 616
a 30 20 616
a 20 31 552
a 31 20 552
a 20 33 481
a 33 20 481
a 20 34 810
a 34 20 810
a 20 36 591
a 36 20 591
a 20 41 452
a 41 20 452
a 20 42 851
a 42 20 851
a 20 45 606
a 45 20 606
a 20 47 301
a 47 20 301
a 20 48 667
a 48 20 667
a 20 49 318
a 49 20 318
a 20 51 705
a 51 20 705
a 20 56 755
a 56 20 755
a 20 59 487
a 59 20 487
a 20 60 620
a 60 20 620
a 20 61 234
a 61 20 234
a 20 62 961
a 62 20 961
a 20 63 280
a 63 20 280
a 20 64 492
a 64 20 492
a 20 65 255
a 65 20 255
a 20 66 403
a 66 20 403
a 20 68 819
a 68 20 819
a 20 69 623
a 69 20 623
a 20 71 751
a 71 20 751
a 20 75 534
a 75 20 534
a 20 76 558
a 76 20 558
a 20 77 958
a 77 20 958
a 20 80 574
a 80 20 574
a 20 81 658
a 81 20 658
a 20 83 740
a 83 20 740
a 20 84 246
a 84 20 246
a 20 86 590
a 86 20 590
a 20 87 994
a 87 20 994
a 20 88 265
a 88 20 265
a 20 89 559
a 89 20 559
a 20 91 371
a 91 20 371
a 20 92 263
a 92 20 263
a 20 96 680
a 96 20 680
a 20 97 203
a 97 20 203
a 20 100 546
a 100 20 546
a 21 22 726
a 22 21 726
a 21 24 786
a 24 21 786
a 21 25 484
a 25 21 484
a 21 29 488
a 29 21 488
a 21 34 399
a 34 21 399
a 21 35 600
a 35 21 600
a 21 41 558
a 41 21 558
a 21 44 267
a 44 21 267
a 21 45 927
a 45 21 927
a 21 46 237
a 46 21 237
a 21 49 262
a 49 21 262
a 21 54 260
a 54 21 260
a 21 55 543
a 55 21 543
a 21 56 936
a 56 21 936
a 21 58 321
a 58 21 321
a 21 61 555
a 61 21 555
a 21 67 383
a 67 21 383
a 21 68 800
a 68 21 800
a 21 70 884
a 70 21 884
a 21 72 299
a 72 21 299
a 21 73 105
a 73 21 105
a 21 74 347
a 74 21 347
a 21 79 363
a 79 21 363
a 21 81 215
a 81 21 215
a 21 84 959
a 84 21 959
a 21 85 319
a 85 21 319
a 21 91 731
a 91 21 731
a 21 93 347
a 93 21 347
a 21 94 270
a 94 21 270
a 21 95 326
a 95 21 326
a 21 96 725
a 96 21 725
a 21 97 218
a 97 21 218
a 21 98 449
a 98 21 449
a 21 99 718
a 99 21 718
a 21 100 684
a 100 21 684
a 22 26 322
a 26 22 322
a 22 27 250
a 27 22 250
a 22 28 577
a 28 22 577
a 22 29 140
a 29 22 140
a 22 31 154
a 31 22 154
a 22 32 331
a 32 22 331
a 22 37 384
a 37 22 384
a 22 38 111
a 38 22 111
a 22 41 838
a 41 22 838
a 22 44 439
a 44 22 439
a 22 47 328
a 47 22 328
a 22 48 604
a 48 22 604
a 22 49 268
a 49 22 268
a 22 54 887
a 54 22 887
a 22 56 311
a 56 22 311
a 22 57 570
a 57 22 570
a 22 58 951
a 58 22 951
a 22 66 885
a 66 22 885
a 22 69 278
a 69 22 278
a 22 70 487
a 70 22 487
a 22 75 237
a 75 22 237
a 22 76 422
a 76 22 422
a 22 77 855
a 77 22 855
a 22 79 412
a 79 22 412
a 22 86 725
a 86 22 725
a 22 89 487
a 89 22 487
a 22 91 957
a 91 22 957
a 22 92 675
a 92 22 675
a 22 93 943
a 93 22 943
a 22 96 408
a 96 22 408
a 22 97 321
a 97 22 321
a 22 98 808
a 98 22 808
a 22 99 143
a 99 22 143
a 22 100 894
a 100 22 894
a 23 26 535
a 26 23 535
a 23 27 131
a 27 23 131
a 23 33 120
a 33 23 120
a 23 36 287
a 36 23 287
a 23 39 514
a 39 23 514
a 23 40 302
a 40 23 302
a 23 46 358
a 46 23 358
a 23 50 481
a 50 23 481
a 23 54 385
a 54 23 385
a 23 55 622
a 55 23 622
a 23 60 366
a 60 23 366
a 23 68 428
a 68 23 428
a 23 71 168
a 71 23 168
a 23 72 986
a 72 23 986
a 23 75 793
a 75 23 793
a 23 80 905
a 80 23 905
a 23 81 168
a 81 23 168
a 23 84 242
a 84 23 242
a 23 87 299
a 87 23 299
a 23 90 286
a 90 23 286
a 23 92 949
a 92 23 949
a 23 94 479
a 94 23 479
a 23 95 859
a 95 23 859
a 23 98 342
a 98 23 342
a 23 99 928
a 99 23 928
a 24 27 167
a 27 24 167
a 24 28 633
a 28 24 633
a 24 30 155
a 30 24 155
a 24 31 308
a 31 24 308
a 24 32 577
a 32 24 577
a 24 33 215
a 33 24 215
a 24 34 171
a 34 24 171
a 24 36 680
