p sp 100 5500
a 5 87 226
a 87 5 226
a 5 90 601
a 90 5 601
a 5 91 250
a 91 5 250
a 5 92 130
a 92 5 130
a 5 93 885
a 93 5 885
a 5 94 984
a 94 5 984
a 5 96 978
a 96 5 978
a 5 97 602
a 97 5 602
a 5 98 548
a 98 5 548
a 5 99 470
a 99 5 470
a 6 11 264
a 11 6 264
a 6 12 887
a 12 6 887
a 6 13 643
a 13 6 643
a 6 15 334
a 15 6 334
a 6 17 382
a 17 6 382
a 6 20 731
a 20 6 731
a 6 22 993
a 22 6 993
a 6 24 179
a 24 6 179
a 6 27 625
a 27 6 625
a 6 29 365
a 29 6 365
a 6 32 890
a 32 6 890
a 6 34 739
a 34 6 739
a 6 36 223
a 36 6 223
a 6 39 325
a 39 6 325
a 6 43 387
a 43 6 387
a 6 44 748
a 44 6 748
a 6 46 798
a 46 6 798
a 6 47 875
a 47 6 875
a 6 48 445
a 48 6 445
a 6 50 726
a 50 6 726
a 6 52 707
a 52 6 707
a 6 55 226
a 55 6 226
a 6 56 665
a 56 6 665
a 6 57 163
a 57 6 163
a 6 58 681
a 58 6 681
a 6 61 309
a 61 6 309
a 6 62 441
a 62 6 441
a 6 63 501
a 63 6 501
a 6 64 995
a 64 6 995
a 6 66 198
a 66 6 198
a 6 71 471
a 71 6 471
a 6 72 224
a 72 6 224
a 6 76 310
a 76 6 310
a 6 80 580
a 80 6 580
a 6 81 500
a 81 6 500
a 6 83 490
a 83 6 490
a 6 85 408
a 85 6 408
a 6 86 769
a 86 6 769
a 6 88 178
a 88 6 178
a 6 89 611
a 89 6 611
a 6 90 509
a 90 6 509
a 6 91 617
a 91 6 617
a 6 93 271
a 93 6 271
a 6 95 213
a 95 6 213
a 6 96 205
a 96 6 205
a 6 97 428
a 97 6 428
a 6 99 829
a 99 6 829
a 6 100 679
a 100 6 679
a 7 8 862
a 8 7 862
a 7 10 974
a 10 7 974
a 7 11 666
a 11 7 666
a 7 14 870
a 14 7 870
a 7 15 893
a 15 7 893
a 7 16 902
a 16 7 902
a 7 19 166
a 19 7 166
a 7 20 560
a 20 7 560
a 7 21 529
a 21 7 529
a 7 22 519
a 22 7 519
a 7 27 946
a 27 7 946
a 7 30 834
a 30 7 834
a 7 31 207
a 31 7 207
a 7 32 691
a 32 7 691
a 7 35 594
a 35 7 594
a 7 37 945
a 37 7 945
a 7 40 732
a 40 7 732
a 7 43 563
a 43 7 563
a 7 44 172
a 44 7 172
a 7 45 108
a 45 7 108
a 7 46 859
a 46 7 859
a 7 47 176
a 47 7 176
a 7 49 171
a 49 7 171
a 7 50 821
a 50 7 821
a 7 51 290
a 51 7 290
a 7 52 331
a 52 7 331
a 7 53 101
a 53 7 101
a 7 54 185
a 54 7 185
a 7 55 107
a 55 7 107
a 7 58 207
a 58 7 207
a 7 59 303
a 59 7 303
a 7 62 899
a 62 7 899
a 7 63 598
a 63 7 598
a 7 64 186
a 64 7 186
a 7 65 404
a 65 7 404
a 7 66 580
a 66 7 580
a 7 69 808
a 69 7 808
a 7 70 606
a 70 7 606
a 7 71 528
a 71 7 528
a 7 72 319
a 72 7 319
a 7 75 749
a 75 7 749
a 7 76 478
a 76 7 478
a 7 81 595
a 81 7 595
a 7 82 819
a 82 7 819
a 7 86 796
a 86 7 796
a 7 87 228
a 87 7 228
a 7 90 164
a 90 7 164
a 7 92 287
a 92 7 287
a 7 93 978
a 93 7 978
a 7 94 185
a 94 7 185
a 7 95 946
a 95 7 946
a 7 98 450
a 98 7 450
a 7 99 240
a 99 7 240
a 8 11 626
a 11 8 626
a 8 12 177
a 12 8 177
a 8 13 641
a 13 8 641
a 8 14 163
a 14 8 163
a 8 15 167
a 15 8 167
a 8 16 537
a 16 8 537
a 8 17 847
a 17 8 847
a 8 19 293
a 19 8 293
a 8 20 470
a 20 8 470
a 8 28 165
a 28 8 165
a 8 30 254
a 30 8 254
a 8 31 908
a 31 8 908
a 8 32 254
a 32 8 254
a 8 34 401
a 34 8 401
a 8 36 387
a 36 8 387
a 8 38 352
a 38 8 352
a 8 40 338
a 40 8 338
a 8 49 317
a 49 8 317
a 8 50 220
a 50 8 220
a 8 51 999
a 51 8 999
a 8 52 430
a 52 8 430
a 8 53 924
a 53 8 924
a 8 54 423
a 54 8 423
a 8 56 993
a 56 8 993
a 8 57 410
a 57 8 410
a 8 58 535
a 58 8 535
a 8 61 498
a 61 8 498
a 8 63 172
a 63 8 172
a 8 64 954
a 64 8 954
a 8 66 722
a 66 8 722
a 8 68 807
a 68 8 807
a 8 69 151
a 69 8 151
a 8 71 653
a 71 8 653
a 8 72 732
a 72 8 732
a 8 73 814
a 73 8 814
a 8 74 817
a 74 8 817
a 8 76 801
a 76 8 801
a 8 78 529
a 78 8 529
a 8 79 152
a 79 8 152
a 8 82 526
a 82 8 526
a 8 83 950
a 83 8 950
a 8 84 188
a 84 8 188
a 8 90 591
a 90 8 591
a 8 96 339
a 96 8 339
a 8 100 944
a 100 8 944
a 9 10 732
a 10 9 732
a 9 11 115
a 11 9 115
a 9 12 470
a 12 9 470
a 9 14 358
a 14 9 358
a 9 16 899
a 16 9 899
a 9 22 1000
a 22 9 1000
a 9 23 669
a 23 9 669
a 9 27 720
a 27 9 720
a 9 28 406
a 28 9 406
a 9 30 269
a 30 9 269
a 9 31 860
a 31 9 860
a 9 35 604
a 35 9 604
a 9 36 384
a 36 9 384
a 9 38 623
a 38 9 623
a 9 40 526
a 40 9 526
a 9 41 878
a 41 9 878
a 9 42 272
a 42 9 272
a 9 45 110
a 45 9 110
a 9 47 497
a 47 9 497
a 9 50 658
a 50 9 658
a 9 51 439
a 51 9 439
a 9 56 197
a 56 9 197
a 9 57 872
a 57 9 872
a 9 60 873
a 60 9 873
a 9 68 818
a 68 9 818
a 9 69 213
a 69 9 213
a 9 72 255
a 72 9 255
a 9 73 790
a 73 9 790
a 9 77 144
a 77 9 144
a 9 81 941
a 81 9 941
a 9 82 187
a 82 9 187
a 9 83 234
a 83 9 234
a 9 85 841
a 85 9 841
a 9 86 567
a 86 9 567
a 9 88 683
a 88 9 683
a 9 90 895
a 90 9 895
a 9 91 672
a 91 9 672
a 9 94 577
a 94 9 577
a 9 95 634
a 95 9 634
a 9 96 707
a 96 9 707
a 9 97 516
a 97 9 516
a 9 98 468
a 98 9 468
a 10 11 509
a 11 10 509
a 10 21 441
a 21 10 441
a 10 24 327
a 24 10 327
a 10 25 115
a 25 10 115
a 10 26 877
a 26 10 877
a 10 29 916
a 29 10 916
a 10 30 367
a 30 10 367
a 10 31 110
a 31 10 110
a 10 32 376
a 32 10 376
a 10 34 576
a 34 10 576
a 10 35 362
a 35 10 362
a 10 37 932
a 37 10 932
a 10 38 179
a 38 10 179
a 10 39 519
a 39 10 519
a 10 40 882
a 40 10 882
a 10 42 841
a 42 10 841
a 10 44 230
a 44 10 230
a 10 45 235
a 45 10 235
a 10 46 300
a 46 10 300
a 10 47 941
a 47 10 941
a 10 48 374
a 48 10 374
a 10 49 639
a 49 10 639
a 10 52 624
a 52 10 624
a 10 53 794
a 53 10 794
a 10 55 113
a 55 10 113
a 10 57 100
a 57 10 100
a 10 58 326
a 58 10 326
a 10 59 151
a 59 10 151
a 10 61 601
a 61 10 601
a 10 62 799
a 62 10 799
a 10 64 319
a 64 10 319
a 10 65 805
a 65 10 805
a 10 67 291
a 67 10 291
a 10 68 891
a 68 10 891
a 10 70 728
a 70 10 728
a 10 71 916
a 71 10 916
a 10 73 628
a 73 10 628
a 10 74 160
a 74 10 160
a 10 76 257
a 76 10 257
a 10 77 145
a 77 10 145
a 10 78 368
a 78 10 368
a 10 79 980
a 79 10 980
a 10 81 455
a 81 10 455
a 10 82 880
a 82 10 880
a 10 83 116
a 83 10 116
a 10 84 869
a 84 10 869
a 10 85 803
a 85 10 803
a 10 87 142
a 87 10 142
a 10 88 228
a 88 10 228
a 10 89 218
a 89 10 218
a 10 90 783
a 90 10 783
a 10 91 414
a 91 10 414
a 10 92 801
a 92 10 801
a 10 94 678
a 94 10 678
a 10 96 770
a 96 10 770
a 10 97 584
a 97 10 584
a 10 98 132
a 98 10 132
a 10 99 560
a 99 10 560
a 10 100 240
a 100 10 240
a 11 14 356
a 14 11 356
a 11 17 683
a 17 11 683
a 11 19 554
a 19 11 554
a 11 20 365
a 20 11 365
a 11 22 430
a 22 11 430
a 11 23 188
a 23 11 188
a 11 24 387
a 24 11 387
a 11 25 264
a 25 11 264
a 11 29 994
a 29 11 994
a 11 31 603
a 31 11 603
a 11 33 552
a 33 11 552
a 11 35 616
a 35 11 616
a 11 36 732
a 36 11 732
a 11 37 563
a 37 11 563
a 11 40 546
a 40 11 546
a 11 42 121
a 42 11 121
a 11 43 416
a 43 11 416
a 11 44 483
a 44 11 483
a 11 45 395
a 45 11 395
a 11 47 981
a 47 11 981
a 11 49 117
a 49 11 117
a 11 50 764
a 50 11 764
a 11 55 982
a 55 11 982
a 11 56 409
a 56 11 409
a 11 57 310
a 57 11 310
a 11 60 128
a 60 11 128
a 11 64 137
a 64 11 137
a 11 65 731
a 65 11 731
a 11 66 381
a 66 11 381
a 11 73 804
a 73 11 804
a 11 74 578
a 74 11 578
a 11 75 134
a 75 11 134
a 11 77 368
a 77 11 368
a 11 78 455
a 78 11 455
a 11 79 667
a 79 11 667
a 11 80 694
a 80 11 694
a 11 81 899
a 81 11 899
a 11 83 432
a 83 11 432
a 11 84 678
a 84 11 678
a 11 89 681
a 89 11 681
a 11 90 289
a 90 11 289
a 11 92 364
a 92 11 364
a 11 93 792
a 93 11 792
a 11 95 951
a 95 11 951
a 11 96 230
a 96 11 230
a 11 97 864
a 97 11 864
a 12 15 852
a 15 12 852
a 12 16 891
a 16 12 891
a 12 19 590
a 19 12 590
a 12 21 443
a 21 12 443
a 12 23 845
a 23 12 845
a 12 26 405
a 26 12 405
a 12 27 611
a 27 12 611
a 12 31 530
a 31 12 530
a 12 34 481
a 34 12 481
a 12 36 157
a 36 12 157
a 12 39 733
a 39 12 733
a 12 40 668
a 40 12 668
a 12 41 735
a 41 12 735
a 12 42 631
a 42 12 631
a 12 43 833
a 43 12 833
a 12 49 134
a 49 12 134
a 12 51 990
a 51 12 990
a 12 52 790
a 52 12 790
a 12 54 791
a 54 12 791
a 12 55 458
a 55 12 458
a 12 58 773
a 58 12 773
a 12 61 912
a 61 12 912
a 12 62 246
a 62 12 246
a 12 63 598
a 63 12 598
a 12 64 1000
a 64 12 1000
a 12 65 428
a 65 12 428
a 12 68 346
a 68 12 346
a 12 69 150
a 69 12 150
a 12 71 883
a 71 12 883
a 12 73 981
a 73 12 981
a 12 74 538
a 74 12 538
a 12 77 976
a 77 12 976
a 12 79 234
a 79 12 234
a 12 80 825
a 80 12 825
a 12 84 352
a 84 12 352
a 12 85 491
a 85 12 491
a 12 86 954
a 86 12 954
a 12 87 845
a 87 12 845
a 12 88 300
a 88 12 300
a 12 89 715
a 89 12 715
a 12 90 566
a 90 12 566
a 12 91 854
a 91 12 854
a 12 92 236
a 92 12 236
a 12 96 169
a 96 12 169
a 12 97 362
a 97 12 362
a 12 98 235
a 98 12 235
a 12 99 655
a 99 12 655
a 13 16 231
a 16 13 231
a 13 17 934
a 17 13 934
a 13 19 642
a 19 13 642
a 13 20 178
a 20 13 178
a 13 21 869
a 21 13 869
a 13 22 556
a 22 13 556
a 13 24 595
a 24 13 595
a 13 26 992
a 26 13 992
a 13 27 715
a 27 13 715
a 13 28 272
a 28 13 272
a 13 29 969
a 29 13 969
a 13 31 700
a 31 13 700
a 13 32 149
a 32 13 149
a 13 37 194
a 37 13 194
a 13 40 369
a 40 13 369
a 13 41 373
a 41 13 373
a 13 43 995
a 43 13 995
a 13 51 215
a 51 13 215
a 13 55 942
a 55 13 942
a 13 56 989
a 56 13 989
a 13 59 114
a 59 13 114
a 13 60 281
a 60 13 281
a 13 61 315
a 61 13 315
a 13 63 864
a 63 13 864
a 13 64 643
a 64 13 643
a 13 66 511
a 66 13 511
a 13 69 875
a 69 13 875
a 13 70 846
a 70 13 846
a 13 72 957
a 72 13 957
a 13 73 917
a 73 13 917
a 13 77 144
a 77 13 144
a 13 80 974
a 80 13 974
a 13 81 551
a 81 13 551
a 13 82 746
a 82 13 746
a 13 83 967
a 83 13 967
a 13 84 945
a 84 13 945
a 13 87 873
a 87 13 873
a 13 88 623
a 88 13 623
a 13 91 275
a 91 13 275
a 13 94 659
a 94 13 659
a 13 97 699
a 97 13 699
a 13 99 449
a 99 13 449
a 14 19 275
a 19 14 275
a 14 21 385
a 21 14 385
a 14 25 323
a 25 14 323
a 14 28 447
a 28 14 447
a 14 30 677
a 30 14 677
a 14 31 174
a 31 14 174
a 14 32 492
a 32 14 492
a 14 36 466
a 36 14 466
a 14 40 915
a 40 14 915
a 14 41 951
a 41 14 951
a 14 42 644
a 42 14 644
a 14 43 790
a 43 14 790
a 14 47 147
a 47 14 147
a 14 48 574
a 48 14 574
a 14 52 299
a 52 14 299
a 14 53 510
a 53 14 510
a 14 54 212
a 54 14 212
a 14 55 704
a 55 14 704
a 14 57 777
a 57 14 777
a 14 58 607
a 58 14 607
a 14 59 743
a 59 14 743
a 14 60 143
a 60 14 143
a 14 61 615
a 61 14 615
a 14 66 897
a 66 14 897
a 14 68 979
a 68 14 979
a 14 70 742
a 70 14 742
a 14 71 424
a 71 14 424
a 14 74 596
a 74 14 596
a 14 77 964
a 77 14 964
a 14 78 758
a 78 14 758
a 14 81 917
a 81 14 917
a 14 83 470
a 83 14 470
a 14 84 637
a 84 14 637
a 14 86 851
a 86 14 851
a 14 87 439
a 87 14 439
a 14 88 184
a 88 14 184
a 14 89 385
a 89 14 385
a 14 91 602
a 91 14 602
a 14 92 910
a 92 14 910
a 14 93 234
a 93 14 234
a 14 94 826
a 94 14 826
a 14 98 670
a 98 14 670
a 14 100 773
a 100 14 773
a 15 16 665
a 16 15 665
a 15 19 785
a 19 15 785
a 15 23 804
a 23 15 804
a 15 24 302
a 24 15 302
a 15 28 783
a 28 15 783
a 15 29 675
a 29 15 675
a 15 30 701
a 30 15 701
a 15 31 821
a 31 15 821
a 15 32 312
a 32 15 312
a 15 34 845
a 34 15 845
a 15 35 849
a 35 15 849
a 15 37 235
a 37 15 235
a 15 44 208
a 44 15 208
a 15 45 266
a 45 15 266
a 15 46 941
a 46 15 941
a 15 47 914
a 47 15 914
a 15 49 939
a 49 15 939
a 15 50 527
a 50 15 527
a 15 51 741
a 51 15 741
a 15 53 528
a 53 15 528
a 15 54 247
a 54 15 247
a 15 55 514
a 55 15 514
a 15 57 351
a 57 15 351
a 15 58 409
a 58 15 409
a 15 59 495
a 59 15 495
a 15 63 242
a 63 15 242
a 15 64 191
a 64 15 191
a 15 66 639
a 66 15 639
a 15 71 994
a 71 15 994
a 15 74 649
a 74 15 649
a 15 75 184
a 75 15 184
a 15 76 230
a 76 15 230
a 15 77 604
a 77 15 604
a 15 80 260
a 80 15 260
a 15 81 283
a 81 15 283
a 15 85 347
a 85 15 347
a 15 86 751
a 86 15 751
a 15 87 521
a 87 15 521
a 15 89 347
a 89 15 347
a 15 94 487
a 94 15 487
a 15 95 529
a 95 15 529
a 16 17 262
a 17 16 262
a 16 18 319
a 18 16 319
a 16 19 948
a 19 16 948
a 16 20 440
a 20 16 440
a 16 22 850
a 22 16 850
a 16 25 360
a 25 16 360
a 16 26 624
a 26 16 624
a 16 28 237
a 28 16 237
a 16 29 991
a 29 16 991
a 16 31 574
a 31 16 574
a 16 32 353
a 32 16 353
a 16 34 627
a 34 16 627
a 16 36 949
a 36 16 949
a 16 41 618
a 41 16 618
a 16 42 285
a 42 16 285
a 16 45 531
a 45 16 531
a 16 47 516
a 47 16 516
a 16 48 457
a 48 16 457
a 16 51 346
a 51 16 346
a 16 53 606
a 53 16 606
a 16 54 977
a 54 16 977
a 16 57 138
a 57 16 138
a 16 58 381
a 58 16 381
a 16 60 806
a 60 16 806
a 16 61 567
a 61 16 567
a 16 62 950
a 62 16 950
a 16 63 672
a 63 16 672
a 16 64 339
a 64 16 339
a 16 67 104
a 67 16 104
a 16 68 818
a 68 16 818
a 16 70 155
a 70 16 155
a 16 72 225
a 72 16 225
a 16 74 322
a 74 16 322
a 16 76 535
a 76 16 535
a 16 77 159
a 77 16 159
a 16 78 294
a 78 16 294
a 16 80 285
a 80 16 285
a 16 81 306
a 81 16 306
a 16 86 599
a 86 16 599
a 16 88 244
a 88 16 244
a 16 89 589
a 89 16 589
a 16 90 380
a 90 16 380
a 16 93 436
a 93 16 436
a 16 94 738
a 94 16 738
a 16 95 181
a 95 16 181
a 16 96 624
a 96 16 624
a 16 97 426
a 97 16 426
a 16 99 956
a 99 16 956
a 17 18 625
a 18 17 625
a 17 19 686
a 19 17 686
a 17 21 156
a 21 17 156
a 17 23 816
a 23 17 816
a 17 24 164
a 24 17 164
a 17 25 604
a 25 17 604
a 17 26 885
a 26 17 885
a 17 27 166
a 27 17 166
a 17 29 982
a 29 17 982
a 17 32 324
a 32 17 324
a 17 36 796
a 36 17 796
a 17 38 851
a 38 17 851
a 17 39 967
a 39 17 967
a 17 41 554
a 41 17 554
a 17 45 363
a 45 17 363
a 17 46 440
a 46 17 440
a 17 47 749
a 47 17 749
a 17 50 181
a 50 17 181
a 17 51 137
a 51 17 137
a 17 55 379
a 55 17 379
a 17 57 549
a 57 17 549
a 17 60 136
a 60 17 136
a 17 62 693
a 62 17 693
a 17 63 829
a 63 17 829
a 17 68 988
a 68 17 988
a 17 69 891
a 69 17 891
a 17 70 939
a 70 17 939
a 17 71 462
a 71 17 462
a 17 72 418
a 72 17 418
a 17 73 136
a 73 17 136
a 17 77 101
a 77 17 101
a 17 78 213
a 78 17 213
a 17 79 953
a 79 17 953
a 17 80 360
a 80 17 360
a 17 82 305
a 82 17 305
a 17 83 511
a 83 17 511
a 17 84 912
a 84 17 912
a 17 88 935
a 88 17 935
a 17 89 493
a 89 17 493
a 17 91 511
a 91 17 511
a 17 94 159
a 94 17 159
a 17 95 916
a 95 17 916
a 17 100 743
a 100 17 743
a 18 19 629
a 19 18 629
a 18 20 286
a 20 18 286
a 18 23 945
a 23 18 945
a 18 24 130
a 24 18 130
a 18 25 881
a 25 18 881
a 18 26 381
a 26 18 381
a 18 28 813
a 28 18 813
a 18 30 360
a 30 18 360
a 18 31 380
a 31 18 380
a 18 38 310
a 38 18 310
a 18 41 105
a 41 18 105
a 18 42 370
a 42 18 370
a 18 43 704
a 43 18 704
a 18 45 139
a 45 18 139
a 18 49 796
a 49 18 796
a 18 50 937
a 50 18 937
a 18 51 388
a 51 18 388
a 18 52 589
a 52 18 589
a 18 54 370
a 54 18 370
a 18 55 570
a 55 18 570
a 18 62 136
a 62 18 136
a 18 63 493
a 63 18 493
a 18 65 942
a 65 18 942
a 18 67 512
a 67 18 512
a 18 68 498
a 68 18 498
a 18 69 485
a 69 18 485
a 18 70 639
a 70 18 639
a 18 71 819
a 71 18 819
a 18 72 103
a 72 18 103
a 18 73 915
a 73 18 915
a 18 74 312
a 74 18 312
a 18 75 608
a 75 18 608
a 18 77 323
a 77 18 323
a 18 78 138
a 78 18 138
a 18 80 230
a 80 18 230
a 18 82 972
a 82 18 972
a 18 83 920
a 83 18 920
a 18 84 306
a 84 18 306
a 18 87 232
a 87 18 232
a 18 88 103
a 88 18 103
a 18 92 945
a 92 18 945
a 18 93 256
a 93 18 256
a 18 95 855
a 95 18 855
a 18 98 266
a 98 18 266
a 18 100 232
a 100 18 232
a 19 20 876
a 20 19 876
a 19 22 461
a 22 19 461
a 19 24 620
a 24 19 620
a 19 25 347
a 25 19 347
a 19 26 951
a 26 19 951
a 19 28 411
a 28 19 411
a 19 29 180
a 29 19 180
a 19 32 394
a 32 19 394
a 19 33 171
a 33 19 171
a 19 35 852
a 35 19 852
a 19 36 497
a 36 19 497
a 19 39 679
a 39 19 679
a 19 41 959
