p sp 100 8800
a 1 91 120
a 91 1 120
a 1 92 123
a 92 1 123
a 1 93 763
a 93 1 763
a 1 94 293
a 94 1 293
a 1 95 962
a 95 1 962
a 1 96 671
a 96 1 671
a 1 97 748
a 97 1 748
a 1 98 224
a 98 1 224
a 1 99 148
a 99 1 148
a 1 100 411
a 100 1 411
a 2 4 143
a 4 2 143
a 2 6 953
a 6 2 953
a 2 7 775
a 7 2 775
a 2 8 984
a 8 2 984
a 2 10 158
a 10 2 158
a 2 11 652
a 11 2 652
a 2 12 774
a 12 2 774
a 2 13 454
a 13 2 454
a 2 14 995
a 14 2 995
a 2 18 475
a 18 2 475
a 2 21 459
a 21 2 459
a 2 22 296
a 22 2 296
a 2 24 131
a 24 2 131
a 2 25 381
a 25 2 381
a 2 30 610
a 30 2 610
a 2 31 404
a 31 2 404
a 2 32 742
a 32 2 742
a 2 34 575
a 34 2 575
a 2 37 678
a 37 2 678
a 2 39 497
a 39 2 497
a 2 40 415
a 40 2 415
a 2 42 460
a 42 2 460
a 2 43 382
a 43 2 382
a 2 44 923
a 44 2 923
a 2 46 844
a 46 2 844
a 2 47 891
a 47 2 891
a 2 48 355
a 48 2 355
a 2 51 365
a 51 2 365
a 2 52 990
a 52 2 990
a 2 53 848
a 53 2 848
a 2 54 401
a 54 2 401
a 2 56 907
a 56 2 907
a 2 57 462
a 57 2 462
a 2 58 966
a 58 2 966
a 2 59 208
a 59 2 208
a 2 60 899
a 60 2 899
a 2 61 622
a 61 2 622
a 2 62 830
a 62 2 830
a 2 63 433
a 63 2 433
a 2 64 174
a 64 2 174
a 2 66 750
a 66 2 750
a 2 67 566
a 67 2 566
a 2 68 642
a 68 2 642
a 2 70 952
a 70 2 952
a 2 72 916
a 72 2 916
a 2 73 457
a 73 2 457
a 2 74 764
a 74 2 764
a 2 75 626
a 75 2 626
a 2 76 188
a 76 2 188
a 2 77 339
a 77 2 339
a 2 78 671
a 78 2 671
a 2 79 560
a 79 2 560
a 2 80 411
a 80 2 411
a 2 81 346
a 81 2 346
a 2 83 770
a 83 2 770
a 2 84 937
a 84 2 937
a 2 85 924
a 85 2 924
a 2 86 734
a 86 2 734
a 2 87 449
a 87 2 449
a 2 88 524
a 88 2 524
a 2 89 674
a 89 2 674
a 2 90 162
a 90 2 162
a 2 91 654
a 91 2 654
a 2 92 873
a 92 2 873
a 2 93 599
a 93 2 599
a 2 94 154
a 94 2 154
a 2 95 516
a 95 2 516
a 2 96 251
a 96 2 251
a 2 97 642
a 97 2 642
a 2 98 786
a 98 2 786
a 2 99 335
a 99 2 335
a 2 100 177
a 100 2 177
a 3 4 252
a 4 3 252
a 3 5 832
a 5 3 832
a 3 6 878
a 6 3 878
a 3 7 322
a 7 3 322
a 3 10 776
a 10 3 776
a 3 11 328
a 11 3 328
a 3 12 884
a 12 3 884
a 3 13 877
a 13 3 877
a 3 14 235
a 14 3 235
a 3 15 165
a 15 3 165
a 3 16 917
a 16 3 917
a 3 18 160
a 18 3 160
a 3 19 352
a 19 3 352
a 3 20 318
a 20 3 318
a 3 21 807
a 21 3 807
a 3 22 987
a 22 3 987
a 3 24 640
a 24 3 640
a 3 26 516
a 26 3 516
a 3 29 748
a 29 3 748
a 3 30 925
a 30 3 925
a 3 31 837
a 31 3 837
a 3 33 674
a 33 3 674
a 3 34 644
a 34 3 644
a 3 35 581
a 35 3 581
a 3 36 857
a 36 3 857
a 3 37 681
a 37 3 681
a 3 39 590
a 39 3 590
a 3 41 369
a 41 3 369
a 3 42 986
a 42 3 986
a 3 44 944
a 44 3 944
a 3 47 304
a 47 3 304
a 3 49 846
a 49 3 846
a 3 50 243
a 50 3 243
a 3 51 887
a 51 3 887
a 3 52 827
a 52 3 827
a 3 54 204
a 54 3 204
a 3 56 732
a 56 3 732
a 3 57 909
a 57 3 909
a 3 59 209
a 59 3 209
a 3 60 326
a 60 3 326
a 3 61 966
a 61 3 966
a 3 62 273
a 62 3 273
a 3 65 688
a 65 3 688
a 3 66 573
a 66 3 573
a 3 67 275
a 67 3 275
a 3 68 131
a 68 3 131
a 3 69 635
a 69 3 635
a 3 71 120
a 71 3 120
a 3 73 103
a 73 3 103
a 3 74 638
a 74 3 638
a 3 75 829
a 75 3 829
a 3 76 900
a 76 3 900
a 3 77 292
a 77 3 292
a 3 78 232
a 78 3 232
a 3 79 363
a 79 3 363
a 3 80 762
a 80 3 762
a 3 81 325
a 81 3 325
a 3 82 782
a 82 3 782
a 3 83 467
a 83 3 467
a 3 84 636
a 84 3 636
a 3 85 706
a 85 3 706
a 3 86 602
a 86 3 602
a 3 87 526
a 87 3 526
a 3 88 811
a 88 3 811
a 3 89 868
a 89 3 868
a 3 90 491
a 90 3 491
a 3 91 245
a 91 3 245
a 3 92 255
a 92 3 255
a 3 93 249
a 93 3 249
a 3 94 661
a 94 3 661
a 3 95 409
a 95 3 409
a 3 96 637
a 96 3 637
a 3 97 303
a 97 3 303
a 3 98 280
a 98 3 280
a 3 99 880
a 99 3 880
a 3 100 455
a 100 3 455
a 4 5 308
a 5 4 308
a 4 8 806
a 8 4 806
a 4 9 612
a 9 4 612
a 4 10 998
a 10 4 998
a 4 11 988
a 11 4 988
a 4 12 986
a 12 4 986
a 4 14 923
a 14 4 923
a 4 16 973
a 16 4 973
a 4 17 182
a 17 4 182
a 4 18 993
a 18 4 993
a 4 19 929
a 19 4 929
a 4 20 632
a 20 4 632
a 4 22 268
a 22 4 268
a 4 24 569
a 24 4 569
a 4 25 566
a 25 4 566
a 4 26 832
a 26 4 832
a 4 28 484
a 28 4 484
a 4 29 465
a 29 4 465
a 4 30 550
a 30 4 550
a 4 31 713
a 31 4 713
a 4 33 746
a 33 4 746
a 4 34 134
a 34 4 134
a 4 35 829
a 35 4 829
a 4 37 543
a 37 4 543
a 4 39 963
a 39 4 963
a 4 41 956
a 41 4 956
a 4 42 953
a 42 4 953
a 4 44 966
a 44 4 966
a 4 45 926
a 45 4 926
a 4 46 356
a 46 4 356
a 4 48 833
a 48 4 833
a 4 49 440
a 49 4 440
a 4 50 773
a 50 4 773
a 4 51 647
a 51 4 647
a 4 52 238
a 52 4 238
a 4 57 417
a 57 4 417
a 4 58 107
a 58 4 107
a 4 59 404
a 59 4 404
a 4 60 334
a 60 4 334
a 4 62 520
a 62 4 520
a 4 63 843
a 63 4 843
a 4 64 498
a 64 4 498
a 4 66 170
a 66 4 170
a 4 67 907
a 67 4 907
a 4 68 234
a 68 4 234
a 4 69 134
a 69 4 134
a 4 70 395
a 70 4 395
a 4 71 723
a 71 4 723
a 4 72 469
a 72 4 469
a 4 73 227
a 73 4 227
a 4 74 752
a 74 4 752
a 4 75 750
a 75 4 750
a 4 76 409
a 76 4 409
a 4 77 737
a 77 4 737
a 4 78 732
a 78 4 732
a 4 79 298
a 79 4 298
a 4 80 853
a 80 4 853
a 4 81 989
a 81 4 989
a 4 82 257
a 82 4 257
a 4 83 203
a 83 4 203
a 4 84 992
a 84 4 992
a 4 85 756
a 85 4 756
a 4 86 618
a 86 4 618
a 4 87 896
a 87 4 896
a 4 88 398
a 88 4 398
a 4 89 205
a 89 4 205
a 4 90 813
a 90 4 813
a 4 91 477
a 91 4 477
a 4 92 327
a 92 4 327
a 4 93 260
a 93 4 260
a 4 94 298
a 94 4 298
a 4 95 129
a 95 4 129
a 4 96 945
a 96 4 945
a 4 97 886
a 97 4 886
a 4 98 388
a 98 4 388
a 4 99 508
a 99 4 508
a 4 100 643
a 100 4 643
a 5 6 864
a 6 5 864
a 5 7 937
a 7 5 937
a 5 8 117
a 8 5 117
a 5 9 535
a 9 5 535
a 5 11 124
a 11 5 124
a 5 13 704
a 13 5 704
a 5 14 411
a 14 5 411
a 5 15 125
a 15 5 125
a 5 16 584
a 16 5 584
a 5 17 829
a 17 5 829
a 5 18 266
a 18 5 266
a 5 19 313
a 19 5 313
a 5 20 153
a 20 5 153
a 5 21 720
a 21 5 720
a 5 22 843
a 22 5 843
a 5 23 623
a 23 5 623
a 5 24 385
a 24 5 385
a 5 27 514
a 27 5 514
a 5 28 461
a 28 5 461
a 5 29 180
a 29 5 180
a 5 30 697
a 30 5 697
a 5 31 382
a 31 5 382
a 5 32 994
a 32 5 994
a 5 33 925
a 33 5 925
a 5 34 189
a 34 5 189
a 5 35 105
a 35 5 105
a 5 36 726
a 36 5 726
a 5 38 926
a 38 5 926
a 5 39 747
a 39 5 747
a 5 40 822
a 40 5 822
a 5 41 354
a 41 5 354
a 5 42 142
a 42 5 142
a 5 43 221
a 43 5 221
a 5 44 915
a 44 5 915
a 5 47 956
a 47 5 956
a 5 48 878
a 48 5 878
a 5 49 549
a 49 5 549
a 5 51 902
a 51 5 902
a 5 52 985
a 52 5 985
a 5 53 936
a 53 5 936
a 5 54 560
a 54 5 560
a 5 55 615
a 55 5 615
a 5 56 811
a 56 5 811
a 5 59 951
a 59 5 951
a 5 60 132
a 60 5 132
a 5 61 146
a 61 5 146
a 5 62 338
a 62 5 338
a 5 63 960
a 63 5 960
a 5 64 357
a 64 5 357
a 5 65 103
a 65 5 103
a 5 66 438
a 66 5 438
a 5 68 673
a 68 5 673
a 5 69 775
a 69 5 775
a 5 70 938
a 70 5 938
a 5 71 520
a 71 5 520
a 5 72 346
a 72 5 346
a 5 73 176
a 73 5 176
a 5 74 427
a 74 5 427
a 5 76 399
a 76 5 399
a 5 77 171
a 77 5 171
a 5 78 843
a 78 5 843
a 5 79 324
a 79 5 324
a 5 80 640
a 80 5 640
a 5 81 698
a 81 5 698
a 5 82 326
a 82 5 326
a 5 83 386
a 83 5 386
a 5 84 566
a 84 5 566
a 5 85 748
a 85 5 748
a 5 86 121
a 86 5 121
a 5 87 676
a 87 5 676
a 5 88 763
a 88 5 763
a 5 89 840
a 89 5 840
a 5 90 196
a 90 5 196
a 5 91 183
a 91 5 183
a 5 92 655
a 92 5 655
a 5 93 288
a 93 5 288
a 5 94 899
a 94 5 899
a 5 95 818
a 95 5 818
a 5 96 528
a 96 5 528
a 5 97 594
a 97 5 594
a 5 98 183
a 98 5 183
a 5 99 402
a 99 5 402
a 5 100 944
a 100 5 944
a 6 8 156
a 8 6 156
a 6 9 926
a 9 6 926
a 6 10 425
a 10 6 425
a 6 11 767
a 11 6 767
a 6 12 876
a 12 6 876
a 6 14 746
a 14 6 746
a 6 15 259
a 15 6 259
a 6 16 294
a 16 6 294
a 6 20 218
a 20 6 218
a 6 21 596
a 21 6 596
a 6 23 100
a 23 6 100
a 6 24 323
a 24 6 323
a 6 25 370
a 25 6 370
a 6 30 973
a 30 6 973
a 6 31 418
a 31 6 418
a 6 34 285
a 34 6 285
a 6 35 595
a 35 6 595
a 6 36 562
a 36 6 562
a 6 37 901
a 37 6 901
a 6 39 927
a 39 6 927
a 6 40 705
a 40 6 705
a 6 41 451
a 41 6 451
a 6 46 687
a 46 6 687
a 6 47 882
a 47 6 882
a 6 48 544
a 48 6 544
a 6 49 994
a 49 6 994
a 6 50 244
a 50 6 244
a 6 51 416
a 51 6 416
a 6 52 803
a 52 6 803
a 6 53 214
a 53 6 214
a 6 54 274
a 54 6 274
a 6 55 980
a 55 6 980
a 6 56 361
a 56 6 361
a 6 58 349
a 58 6 349
a 6 59 980
a 59 6 980
a 6 60 346
a 60 6 346
a 6 61 945
a 61 6 945
a 6 62 742
a 62 6 742
a 6 63 645
a 63 6 645
a 6 65 566
a 65 6 566
a 6 66 248
a 66 6 248
a 6 67 325
a 67 6 325
a 6 69 525
a 69 6 525
a 6 70 286
a 70 6 286
a 6 71 920
a 71 6 920
a 6 72 847
a 72 6 847
a 6 73 965
a 73 6 965
a 6 74 865
a 74 6 865
a 6 75 178
a 75 6 178
a 6 78 952
a 78 6 952
a 6 79 263
a 79 6 263
a 6 80 672
a 80 6 672
a 6 81 962
a 81 6 962
a 6 82 271
a 82 6 271
a 6 83 786
a 83 6 786
a 6 84 472
a 84 6 472
a 6 85 705
a 85 6 705
a 6 86 995
a 86 6 995
a 6 87 447
a 87 6 447
a 6 88 545
a 88 6 545
a 6 89 820
a 89 6 820
a 6 90 390
a 90 6 390
a 6 91 217
a 91 6 217
a 6 92 506
a 92 6 506
a 6 93 594
a 93 6 594
a 6 94 889
a 94 6 889
a 6 95 504
a 95 6 504
a 6 96 537
a 96 6 537
a 6 97 805
a 97 6 805
a 6 98 874
a 98 6 874
a 6 99 629
a 99 6 629
a 6 100 573
a 100 6 573
a 7 8 694
a 8 7 694
a 7 9 599
a 9 7 599
a 7 10 790
a 10 7 790
a 7 11 558
a 11 7 558
a 7 13 334
a 13 7 334
a 7 14 681
a 14 7 681
a 7 15 419
a 15 7 419
a 7 16 518
a 16 7 518
a 7 17 262
a 17 7 262
a 7 18 928
a 18 7 928
a 7 19 392
a 19 7 392
a 7 20 423
a 20 7 423
a 7 22 134
a 22 7 134
a 7 24 165
a 24 7 165
a 7 26 531
a 26 7 531
a 7 27 494
a 27 7 494
a 7 28 933
a 28 7 933
a 7 29 753
a 29 7 753
a 7 31 590
a 31 7 590
a 7 32 699
a 32 7 699
a 7 34 482
a 34 7 482
a 7 35 996
a 35 7 996
a 7 36 387
a 36 7 387
a 7 37 712
a 37 7 712
a 7 38 530
a 38 7 530
a 7 39 236
a 39 7 236
a 7 40 258
a 40 7 258
a 7 41 656
a 41 7 656
a 7 42 587
a 42 7 587
a 7 43 940
a 43 7 940
a 7 44 162
a 44 7 162
a 7 45 663
a 45 7 663
a 7 47 865
a 47 7 865
a 7 50 737
a 50 7 737
a 7 51 554
a 51 7 554
a 7 53 393
a 53 7 393
a 7 54 138
a 54 7 138
a 7 55 785
a 55 7 785
a 7 57 287
a 57 7 287
a 7 58 664
a 58 7 664
a 7 59 953
a 59 7 953
a 7 60 492
a 60 7 492
a 7 61 162
a 61 7 162
a 7 62 880
a 62 7 880
a 7 63 205
a 63 7 205
a 7 64 224
a 64 7 224
a 7 65 167
a 65 7 167
a 7 67 861
a 67 7 861
a 7 68 312
a 68 7 312
a 7 69 497
a 69 7 497
a 7 71 922
a 71 7 922
a 7 72 980
a 72 7 980
a 7 73 707
a 73 7 707
a 7 74 436
a 74 7 436
a 7 75 254
a 75 7 254
a 7 76 991
a 76 7 991
a 7 77 969
a 77 7 969
a 7 79 938
a 79 7 938
a 7 80 892
a 80 7 892
a 7 81 699
a 81 7 699
a 7 83 694
a 83 7 694
a 7 84 811
a 84 7 811
a 7 85 542
a 85 7 542
a 7 86 105
a 86 7 105
a 7 87 197
a 87 7 197
a 7 88 806
a 88 7 806
a 7 89 889
a 89 7 889
a 7 90 114
a 90 7 114
a 7 91 867
a 91 7 867
a 7 92 194
a 92 7 194
a 7 93 189
a 93 7 189
a 7 94 125
a 94 7 125
a 7 95 912
a 95 7 912
a 7 96 818
a 96 7 818
a 7 97 795
a 97 7 795
a 7 98 696
a 98 7 696
a 7 99 216
a 99 7 216
a 7 100 927
a 100 7 927
a 8 9 153
a 9 8 153
a 8 10 456
a 10 8 456
a 8 11 958
a 11 8 958
a 8 13 888
a 13 8 888
a 8 14 545
a 14 8 545
a 8 15 435
a 15 8 435
a 8 17 378
a 17 8 378
a 8 18 905
a 18 8 905
a 8 20 994
a 20 8 994
a 8 21 253
a 21 8 253
a 8 22 818
a 22 8 818
a 8 23 707
a 23 8 707
a 8 24 363
a 24 8 363
a 8 25 759
a 25 8 759
a 8 26 709
a 26 8 709
a 8 27 365
a 27 8 365
a 8 28 755
a 28 8 755
a 8 30 529
a 30 8 529
a 8 31 676
a 31 8 676
a 8 32 298
a 32 8 298
a 8 33 469
a 33 8 469
a 8 34 578
a 34 8 578
a 8 35 717
a 35 8 717
a 8 36 447
a 36 8 447
a 8 37 829
a 37 8 829
a 8 38 616
a 38 8 616
a 8 39 235
a 39 8 235
a 8 41 404
a 41 8 404
a 8 45 724
a 45 8 724
a 8 46 332
a 46 8 332
a 8 48 573
a 48 8 573
a 8 50 465
a 50 8 465
a 8 52 675
a 52 8 675
a 8 53 625
a 53 8 625
a 8 54 543
a 54 8 543
a 8 55 335
a 55 8 335
a 8 56 764
a 56 8 764
a 8 57 221
a 57 8 221
a 8 58 848
a 58 8 848
a 8 59 100
a 59 8 100
a 8 60 347
a 60 8 347
a 8 61 462
a 61 8 462
a 8 62 962
a 62 8 962
a 8 66 393
a 66 8 393
a 8 68 176
a 68 8 176
a 8 69 397
a 69 8 397
a 8 70 473
a 70 8 473
a 8 71 743
a 71 8 743
a 8 72 906
a 72 8 906
a 8 73 478
a 73 8 478
a 8 74 133
a 74 8 133
a 8 75 301
a 75 8 301
a 8 76 645
a 76 8 645
a 8 77 703
a 77 8 703
a 8 78 661
a 78 8 661
a 8 79 476
a 79 8 476
a 8 80 747
a 80 8 747
a 8 81 433
a 81 8 433
a 8 82 599
a 82 8 599
a 8 83 779
a 83 8 779
a 8 84 876
a 84 8 876
a 8 85 270
a 85 8 270
a 8 86 746
a 86 8 746
a 8 87 545
a 87 8 545
a 8 88 906
a 88 8 906
a 8 89 276
a 89 8 276
a 8 90 353
a 90 8 353
a 8 91 259
a 91 8 259
a 8 92 813
a 92 8 813
a 8 93 944
a 93 8 944
a 8 94 639
a 94 8 639
a 8 95 503
a 95 8 503
a 8 96 779
a 96 8 779
a 8 97 264
a 97 8 264
a 8 98 371
a 98 8 371
a 8 99 566
a 99 8 566
a 8 100 121
a 100 8 121
a 9 10 659
a 10 9 659
a 9 11 847
a 11 9 847
a 9 12 367
a 12 9 367
a 9 16 632
a 16 9 632
a 9 17 871
a 17 9 871
a 9 19 294
a 19 9 294
a 9 21 206
a 21 9 206
a 9 22 988
a 22 9 988
a 9 23 450
a 23 9 450
a 9 24 537
a 24 9 537
a 9 25 466
a 25 9 466
a 9 29 545
a 29 9 545
a 9 30 135
a 30 9 135
a 9 32 195
a 32 9 195
a 9 33 907
a 33 9 907
a 9 36 798
a 36 9 798
a 9 37 491
a 37 9 491
a 9 38 966
a 38 9 966
a 9 39 777
a 39 9 777
a 9 40 810
a 40 9 810
a 9 41 157
a 41 9 157
a 9 42 679
a 42 9 679
a 9 43 532
a 43 9 532
a 9 45 387
a 45 9 387
a 9 46 719
a 46 9 719
a 9 47 550
a 47 9 550
a 9 48 989
a 48 9 989
a 9 49 723
a 49 9 723
a 9 50 821
a 50 9 821
a 9 51 843
a 51 9 843
a 9 52 519
a 52 9 519
a 9 54 615
a 54 9 615
a 9 55 258
a 55 9 258
a 9 56 739
a 56 9 739
a 9 57 235
a 57 9 235
a 9 58 282
a 58 9 282
a 9 59 294
a 59 9 294
a 9 60 233
a 60 9 233
a 9 61 688
a 61 9 688
a 9 62 619
a 62 9 619
a 9 63 489
a 63 9 489
a 9 65 943
a 65 9 943
a 9 66 358
a 66 9 358
a 9 67 449
a 67 9 449
a 9 69 750
a 69 9 750
a 9 70 564
a 70 9 564
a 9 71 653
a 71 9 653
a 9 72 807
a 72 9 807
a 9 73 363
a 73 9 363
a 9 74 272
a 74 9 272
a 9 76 861
a 76 9 861
a 9 77 572
a 77 9 572
a 9 78 452
a 78 9 452
a 9 79 472
a 79 9 472
a 9 80 968
a 80 9 968
a 9 81 142
a 81 9 142
a 9 82 879
a 82 9 879
a 9 83 367
a 83 9 367
a 9 84 657
a 84 9 657
a 9 85 785
a 85 9 785
a 9 86 889
a 86 9 889
a 9 87 628
a 87 9 628
a 9 88 427
a 88 9 427
a 9 89 397
a 89 9 397
a 9 90 585
a 90 9 585
a 9 91 944
a 91 9 944
a 9 92 126
a 92 9 126
a 9 93 142
a 93 9 142
a 9 94 323
a 94 9 323
a 9 95 662
a 95 9 662
a 9 96 255
a 96 9 255
a 9 97 950
a 97 9 950
a 9 98 942
a 98 9 942
a 9 99 680
a 99 9 680
a 9 100 895
a 100 9 895
a 10 11 757
a 11 10 757
a 10 12 557
a 12 10 557
a 10 15 253
a 15 10 253
a 10 16 138
a 16 10 138
a 10 17 422
a 17 10 422
a 10 18 559
a 18 10 559
a 10 19 578
a 19 10 578
a 10 20 222
a 20 10 222
a 10 21 978
a 21 10 978
a 10 22 756
a 22 10 756
a 10 24 708
a 24 10 708
a 10 25 255
a 25 10 255
a 10 26 808
a 26 10 808
a 10 28 357
a 28 10 357
a 10 29 344
a 29 10 344
a 10 32 229
a 32 10 229
a 10 33 581
a 33 10 581
a 10 34 776
a 34 10 776
a 10 35 563
a 35 10 563
a 10 36 678
a 36 10 678
a 10 37 526
a 37 10 526
a 10 40 899
a 40 10 899
a 10 41 111
a 41 10 111
a 10 42 252
a 42 10 252
a 10 43 295
a 43 10 295
a 10 44 924
a 44 10 924
a 10 45 190
a 45 10 190
a 10 46 947
a 46 10 947
a 10 49 571
a 49 10 571
a 10 50 792
a 50 10 792
a 10 53 974
a 53 10 974
a 10 54 322
a 54 10 322
a 10 55 898
a 55 10 898
a 10 56 468
a 56 10 468
a 10 60 244
a 60 10 244
a 10 61 791
a 61 10 791
a 10 62 321
a 62 10 321
a 10 64 740
a 64 10 740
a 10 65 293
a 65 10 293
a 10 66 295
a 66 10 295
a 10 67 521
a 67 10 521
a 10 68 198
a 68 10 198
a 10 69 467
a 69 10 467
a 10 70 554
a 70 10 554
a 10 72 885
a 72 10 885
a 10 73 932
a 73 10 932
a 10 74 918
a 74 10 918
a 10 75 411
a 75 10 411
a 10 76 796
a 76 10 796
a 10 77 967
a 77 10 967
a 10 78 501
a 78 10 501
a 10 79 350
a 79 10 350
a 10 80 577
a 80 10 577
a 10 81 941
a 81 10 941
a 10 82 929
a 82 10 929
a 10 83 728
a 83 10 728
a 10 85 640
a 85 10 640
a 10 86 371
a 86 10 371
a 10 87 555
a 87 10 555
a 10 88 186
a 88 10 186
a 10 89 569
a 89 10 569
a 10 90 198
a 90 10 198
a 10 91 632
a 91 10 632
a 10 92 412
a 92 10 412
a 10 93 329
a 93 10 329
a 10 94 186
a 94 10 186
a 10 95 934
a 95 10 934
a 10 96 933
a 96 10 933
a 10 97 182
a 97 10 182
a 10 98 682
a 98 10 682
a 10 99 503
a 99 10 503
a 10 100 595
a 100 10 595
a 11 12 291
a 12 11 291
a 11 13 294
a 13 11 294
a 11 14 932
a 14 11 932
a 11 15 747
a 15 11 747
a 11 17 244
a 17 11 244
a 11 18 572
a 18 11 572
a 11 19 528
a 19 11 528
a 11 22 395
a 22 11 395
a 11 25 751
a 25 11 751
a 11 27 992
a 27 11 992
a 11 28 484
a 28 11 484
a 11 29 707
a 29 11 707
a 11 30 600
a 30 11 600
a 11 31 902
a 31 11 902
a 11 33 725
a 33 11 725
a 11 35 526
a 35 11 526
a 11 37 276
a 37 11 276
a 11 39 424
a 39 11 424
a 11 41 344
a 41 11 344
a 11 42 627
a 42 11 627
a 11 43 158
a 43 11 158
a 11 44 237
a 44 11 237
a 11 45 378
a 45 11 378
a 11 46 798
a 46 11 798
a 11 47 796
a 47 11 796
a 11 48 563
a 48 11 563
a 11 49 193
a 49 11 193
a 11 50 980
a 50 11 980
a 11 51 971
a 51 11 971
a 11 52 817
a 52 11 817
a 11 53 134
a 53 11 134
a 11 54 204
a 54 11 204
a 11 55 210
a 55 11 210
a 11 56 539
a 56 11 539
a 11 57 564
a 57 11 564
a 11 58 953
a 58 11 953
a 11 59 516
a 59 11 516
a 11 60 354
a 60 11 354
a 11 63 565
a 63 11 565
a 11 64 211
a 64 11 211
a 11 65 298
a 65 11 298
a 11 67 192
a 67 11 192
a 11 68 312
a 68 11 312
a 11 70 694
a 70 11 694
a 11 71 462
a 71 11 462
a 11 72 950
a 72 11 950
a 11 73 474
a 73 11 474
a 11 74 238
a 74 11 238
a 11 75 690
a 75 11 690
a 11 76 303
a 76 11 303
a 11 77 791
a 77 11 791
a 11 78 582
a 78 11 582
a 11 79 493
a 79 11 493
a 11 80 741
a 80 11 741
a 11 81 398
a 81 11 398
a 11 82 233
a 82 11 233
a 11 83 813
a 83 11 813
a 11 85 540
a 85 11 540
a 11 86 507
a 86 11 507
a 11 87 788
a 87 11 788
a 11 88 787
a 88 11 787
a 11 89 969
a 89 11 969
a 11 90 520
a 90 11 520
a 11 91 384
a 91 11 384
a 11 92 181
a 92 11 181
a 11 93 223
a 93 11 223
a 11 94 554
a 94 11 554
a 11 95 272
a 95 11 272
a 11 96 524
a 96 11 524
a 11 97 738
a 97 11 738
a 11 98 463
a 98 11 463
a 11 99 725
a 99 11 725
a 11 100 384
a 100 11 384
a 12 13 465
a 13 12 465
a 12 14 263
a 14 12 263
a 12 15 180
a 15 12 180
a 12 16 567
a 16 12 567
a 12 18 466
a 18 12 466
a 12 19 563
a 19 12 563
a 12 20 770
a 20 12 770
a 12 22 569
a 22 12 569
a 12 23 567
a 23 12 567
a 12 24 827
a 24 12 827
a 12 25 414
a 25 12 414
a 12 27 107
a 27 12 107
a 12 28 678
a 28 12 678
a 12 29 600
a 29 12 600
a 12 30 624
a 30 12 624
a 12 32 811
a 32 12 811
a 12 33 505
a 33 12 505
a 12 34 924
a 34 12 924
a 12 35 500
a 35 12 500
a 12 36 449
a 36 12 449
a 12 37 421
a 37 12 421
a 12 38 460
a 38 12 460
a 12 39 957
a 39 12 957
a 12 40 833
a 40 12 833
a 12 42 410
a 42 12 410
a 12 43 114
a 43 12 114
a 12 44 377
a 44 12 377
a 12 45 280
a 45 12 280
a 12 46 936
a 46 12 936
a 12 47 694
a 47 12 694
a 12 48 375
a 48 12 375
a 12 49 137
a 49 12 137
a 12 50 354
a 50 12 354
a 12 52 480
a 52 12 480
a 12 53 319
a 53 12 319
a 12 54 873
