p sp 100 6598
a 2 59 272
a 59 2 272
a 2 60 307
a 60 2 307
a 2 62 836
a 62 2 836
a 2 63 239
a 63 2 239
a 2 64 292
a 64 2 292
a 2 65 761
a 65 2 761
a 2 66 264
a 66 2 264
a 2 67 147
a 67 2 147
a 2 68 964
a 68 2 964
a 2 69 602
a 69 2 602
a 2 71 153
a 71 2 153
a 2 74 718
a 74 2 718
a 2 75 309
a 75 2 309
a 2 76 354
a 76 2 354
a 2 77 527
a 77 2 527
a 2 79 760
a 79 2 760
a 2 80 547
a 80 2 547
a 2 81 611
a 81 2 611
a 2 83 181
a 83 2 181
a 2 84 956
a 84 2 956
a 2 85 331
a 85 2 331
a 2 86 714
a 86 2 714
a 2 87 356
a 87 2 356
a 2 88 829
a 88 2 829
a 2 89 342
a 89 2 342
a 2 91 892
a 91 2 892
a 2 92 804
a 92 2 804
a 2 94 424
a 94 2 424
a 2 95 331
a 95 2 331
a 2 96 666
a 96 2 666
a 2 97 361
a 97 2 361
a 2 98 683
a 98 2 683
a 2 99 363
a 99 2 363
a 2 100 382
a 100 2 382
a 3 4 160
a 4 3 160
a 3 5 861
a 5 3 861
a 3 6 434
a 6 3 434
a 3 7 941
a 7 3 941
a 3 9 625
a 9 3 625
a 3 10 445
a 10 3 445
a 3 13 216
a 13 3 216
a 3 16 451
a 16 3 451
a 3 17 506
a 17 3 506
a 3 20 926
a 20 3 926
a 3 21 329
a 21 3 329
a 3 23 203
a 23 3 203
a 3 25 635
a 25 3 635
a 3 27 805
a 27 3 805
a 3 28 261
a 28 3 261
a 3 29 996
a 29 3 996
a 3 32 254
a 32 3 254
a 3 33 666
a 33 3 666
a 3 36 465
a 36 3 465
a 3 37 445
a 37 3 445
a 3 38 994
a 38 3 994
a 3 39 112
a 39 3 112
a 3 43 779
a 43 3 779
a 3 44 567
a 44 3 567
a 3 45 942
a 45 3 942
a 3 47 957
a 47 3 957
a 3 48 295
a 48 3 295
a 3 49 526
a 49 3 526
a 3 50 620
a 50 3 620
a 3 51 866
a 51 3 866
a 3 53 374
a 53 3 374
a 3 54 799
a 54 3 799
a 3 55 228
a 55 3 228
a 3 56 123
a 56 3 123
a 3 57 141
a 57 3 141
a 3 60 874
a 60 3 874
a 3 61 356
a 61 3 356
a 3 62 123
a 62 3 123
a 3 63 744
a 63 3 744
a 3 66 323
a 66 3 323
a 3 67 931
a 67 3 931
a 3 68 697
a 68 3 697
a 3 73 876
a 73 3 876
a 3 76 847
a 76 3 847
a 3 77 717
a 77 3 717
a 3 79 546
a 79 3 546
a 3 81 118
a 81 3 118
a 3 82 696
a 82 3 696
a 3 83 429
a 83 3 429
a 3 86 858
a 86 3 858
a 3 88 305
a 88 3 305
a 3 89 597
a 89 3 597
a 3 90 779
a 90 3 779
a 3 91 837
a 91 3 837
a 3 92 192
a 92 3 192
a 3 93 115
a 93 3 115
a 3 95 789
a 95 3 789
a 3 96 835
a 96 3 835
a 3 97 160
a 97 3 160
a 3 98 287
a 98 3 287
a 3 99 597
a 99 3 597
a 3 100 288
a 100 3 288
a 4 5 348
a 5 4 348
a 4 8 546
a 8 4 546
a 4 10 485
a 10 4 485
a 4 11 168
a 11 4 168
a 4 14 787
a 14 4 787
a 4 16 399
a 16 4 399
a 4 26 406
a 26 4 406
a 4 27 563
a 27 4 563
a 4 29 114
a 29 4 114
a 4 30 1000
a 30 4 1000
a 4 33 771
a 33 4 771
a 4 35 923
a 35 4 923
a 4 36 398
a 36 4 398
a 4 37 814
a 37 4 814
a 4 38 143
a 38 4 143
a 4 39 569
a 39 4 569
a 4 40 497
a 40 4 497
a 4 42 288
a 42 4 288
a 4 43 959
a 43 4 959
a 4 44 336
a 44 4 336
a 4 45 182
a 45 4 182
a 4 49 522
a 49 4 522
a 4 52 370
a 52 4 370
a 4 56 131
a 56 4 131
a 4 57 158
a 57 4 158
a 4 58 656
a 58 4 656
a 4 59 798
a 59 4 798
a 4 60 268
a 60 4 268
a 4 62 817
a 62 4 817
a 4 64 672
a 64 4 672
a 4 65 338
a 65 4 338
a 4 66 866
a 66 4 866
a 4 67 111
a 67 4 111
a 4 69 681
a 69 4 681
a 4 70 801
a 70 4 801
a 4 71 282
a 71 4 282
a 4 73 259
a 73 4 259
a 4 76 479
a 76 4 479
a 4 77 979
a 77 4 979
a 4 78 654
a 78 4 654
a 4 79 349
a 79 4 349
a 4 80 645
a 80 4 645
a 4 86 271
a 86 4 271
a 4 87 641
a 87 4 641
a 4 88 598
a 88 4 598
a 4 89 485
a 89 4 485
a 4 90 915
a 90 4 915
a 4 91 546
a 91 4 546
a 4 92 393
a 92 4 393
a 4 97 631
a 97 4 631
a 4 98 751
a 98 4 751
a 4 99 665
a 99 4 665
a 4 100 278
a 100 4 278
a 5 6 471
a 6 5 471
a 5 7 372
a 7 5 372
a 5 9 227
a 9 5 227
a 5 12 773
a 12 5 773
a 5 13 193
a 13 5 193
a 5 14 365
a 14 5 365
a 5 15 739
a 15 5 739
a 5 17 971
a 17 5 971
a 5 18 106
a 18 5 106
a 5 19 101
a 19 5 101
a 5 21 492
a 21 5 492
a 5 22 282
a 22 5 282
a 5 23 539
a 23 5 539
a 5 25 195
a 25 5 195
a 5 27 103
a 27 5 103
a 5 30 233
a 30 5 233
a 5 31 472
a 31 5 472
a 5 33 657
a 33 5 657
a 5 35 438
a 35 5 438
a 5 36 713
a 36 5 713
a 5 37 909
a 37 5 909
a 5 38 787
a 38 5 787
a 5 41 424
a 41 5 424
a 5 42 796
a 42 5 796
a 5 43 653
a 43 5 653
a 5 45 689
a 45 5 689
a 5 46 899
a 46 5 899
a 5 47 847
a 47 5 847
a 5 48 233
a 48 5 233
a 5 49 113
a 49 5 113
a 5 51 246
a 51 5 246
a 5 52 236
a 52 5 236
a 5 53 822
a 53 5 822
a 5 55 781
a 55 5 781
a 5 56 776
a 56 5 776
a 5 57 734
a 57 5 734
a 5 58 715
a 58 5 715
a 5 59 175
a 59 5 175
a 5 60 523
a 60 5 523
a 5 62 192
a 62 5 192
a 5 63 711
a 63 5 711
a 5 64 170
a 64 5 170
a 5 65 197
a 65 5 197
a 5 66 728
a 66 5 728
a 5 70 275
a 70 5 275
a 5 72 744
a 72 5 744
a 5 73 943
a 73 5 943
a 5 80 409
a 80 5 409
a 5 81 955
a 81 5 955
a 5 84 996
a 84 5 996
a 5 85 853
a 85 5 853
a 5 86 760
a 86 5 760
a 5 87 718
a 87 5 718
a 5 89 173
a 89 5 173
a 5 90 939
a 90 5 939
a 5 94 210
a 94 5 210
a 5 95 996
a 95 5 996
a 5 96 399
a 96 5 399
a 5 99 134
a 99 5 134
a 5 100 234
a 100 5 234
a 6 8 976
a 8 6 976
a 6 9 789
a 9 6 789
a 6 10 570
a 10 6 570
a 6 11 689
a 11 6 689
a 6 13 298
a 13 6 298
a 6 16 629
a 16 6 629
a 6 17 572
a 17 6 572
a 6 19 121
a 19 6 121
a 6 20 741
a 20 6 741
a 6 21 436
a 21 6 436
a 6 22 130
a 22 6 130
a 6 23 202
a 23 6 202
a 6 24 201
a 24 6 201
a 6 26 162
a 26 6 162
a 6 29 623
a 29 6 623
a 6 30 635
a 30 6 635
a 6 31 765
a 31 6 765
a 6 32 927
a 32 6 927
a 6 33 319
a 33 6 319
a 6 35 623
a 35 6 623
a 6 36 421
a 36 6 421
a 6 37 840
a 37 6 840
a 6 40 396
a 40 6 396
a 6 42 563
a 42 6 563
a 6 44 308
a 44 6 308
a 6 45 550
a 45 6 550
a 6 46 630
a 46 6 630
a 6 49 495
a 49 6 495
a 6 52 804
a 52 6 804
a 6 53 406
a 53 6 406
a 6 54 914
a 54 6 914
a 6 55 477
a 55 6 477
a 6 56 777
a 56 6 777
a 6 58 502
a 58 6 502
a 6 60 599
a 60 6 599
a 6 61 912
a 61 6 912
a 6 62 917
a 62 6 917
a 6 63 653
a 63 6 653
a 6 64 347
a 64 6 347
a 6 66 649
a 66 6 649
a 6 67 173
a 67 6 173
a 6 69 856
a 69 6 856
a 6 70 563
a 70 6 563
a 6 71 163
a 71 6 163
a 6 75 195
a 75 6 195
a 6 77 179
a 77 6 179
a 6 78 137
a 78 6 137
a 6 80 257
a 80 6 257
a 6 81 643
a 81 6 643
a 6 83 233
a 83 6 233
a 6 84 443
a 84 6 443
a 6 85 517
a 85 6 517
a 6 89 290
a 89 6 290
a 6 91 361
a 91 6 361
a 6 92 225
a 92 6 225
a 6 94 931
a 94 6 931
a 6 95 633
a 95 6 633
a 6 96 934
a 96 6 934
a 6 97 614
a 97 6 614
a 6 98 232
a 98 6 232
a 7 10 254
a 10 7 254
a 7 11 349
a 11 7 349
a 7 15 450
a 15 7 450
a 7 17 817
a 17 7 817
a 7 18 154
a 18 7 154
a 7 22 605
a 22 7 605
a 7 23 442
a 23 7 442
a 7 25 650
a 25 7 650
a 7 26 369
a 26 7 369
a 7 30 258
a 30 7 258
a 7 31 600
a 31 7 600
a 7 33 455
a 33 7 455
a 7 34 973
a 34 7 973
a 7 35 505
a 35 7 505
a 7 36 946
a 36 7 946
a 7 37 797
a 37 7 797
a 7 39 180
a 39 7 180
a 7 40 130
a 40 7 130
a 7 44 514
a 44 7 514
a 7 45 737
a 45 7 737
a 7 46 845
a 46 7 845
a 7 48 952
a 48 7 952
a 7 49 380
a 49 7 380
a 7 50 482
a 50 7 482
a 7 51 323
a 51 7 323
a 7 52 189
a 52 7 189
a 7 53 861
a 53 7 861
a 7 54 826
a 54 7 826
a 7 55 844
a 55 7 844
a 7 58 622
a 58 7 622
a 7 61 242
a 61 7 242
a 7 63 428
a 63 7 428
a 7 66 931
a 66 7 931
a 7 67 128
a 67 7 128
a 7 68 568
a 68 7 568
a 7 69 911
a 69 7 911
a 7 70 553
a 70 7 553
a 7 71 989
a 71 7 989
a 7 72 352
a 72 7 352
a 7 73 929
a 73 7 929
a 7 75 510
a 75 7 510
a 7 76 347
a 76 7 347
a 7 78 776
a 78 7 776
a 7 79 944
a 79 7 944
a 7 80 745
a 80 7 745
a 7 82 670
a 82 7 670
a 7 85 506
a 85 7 506
a 7 86 286
a 86 7 286
a 7 88 377
a 88 7 377
a 7 89 656
a 89 7 656
a 7 90 342
a 90 7 342
a 7 91 665
a 91 7 665
a 7 93 197
a 93 7 197
a 7 94 762
a 94 7 762
a 7 95 776
a 95 7 776
a 7 98 339
a 98 7 339
a 7 99 900
a 99 7 900
a 8 9 610
a 9 8 610
a 8 11 759
a 11 8 759
a 8 13 935
a 13 8 935
a 8 15 732
a 15 8 732
a 8 16 419
a 16 8 419
a 8 17 777
a 17 8 777
a 8 18 824
a 18 8 824
a 8 19 790
a 19 8 790
a 8 20 960
a 20 8 960
a 8 21 302
a 21 8 302
a 8 22 152
a 22 8 152
a 8 26 466
a 26 8 466
a 8 30 922
a 30 8 922
a 8 31 958
a 31 8 958
a 8 37 673
a 37 8 673
a 8 39 283
a 39 8 283
a 8 40 472
a 40 8 472
a 8 42 377
a 42 8 377
a 8 43 772
a 43 8 772
a 8 44 381
a 44 8 381
a 8 45 721
a 45 8 721
a 8 46 395
a 46 8 395
a 8 47 772
a 47 8 772
a 8 49 141
a 49 8 141
a 8 52 475
a 52 8 475
a 8 53 461
a 53 8 461
a 8 54 406
a 54 8 406
a 8 57 593
a 57 8 593
a 8 58 554
a 58 8 554
a 8 59 846
a 59 8 846
a 8 60 115
a 60 8 115
a 8 61 761
a 61 8 761
a 8 62 580
a 62 8 580
a 8 63 913
a 63 8 913
a 8 64 788
a 64 8 788
a 8 65 318
a 65 8 318
a 8 66 664
a 66 8 664
a 8 68 389
a 68 8 389
a 8 69 323
a 69 8 323
a 8 70 660
a 70 8 660
a 8 71 918
a 71 8 918
a 8 73 875
a 73 8 875
a 8 74 524
a 74 8 524
a 8 76 585
a 76 8 585
a 8 77 270
a 77 8 270
a 8 78 806
a 78 8 806
a 8 79 485
a 79 8 485
a 8 82 631
a 82 8 631
a 8 83 669
a 83 8 669
a 8 84 837
a 84 8 837
a 8 85 179
a 85 8 179
a 8 86 347
a 86 8 347
a 8 88 406
a 88 8 406
a 8 90 513
a 90 8 513
a 8 91 867
a 91 8 867
a 8 92 831
a 92 8 831
a 8 94 585
a 94 8 585
a 8 95 440
a 95 8 440
a 8 96 503
a 96 8 503
a 8 97 841
a 97 8 841
a 8 98 387
a 98 8 387
a 8 99 924
a 99 8 924
a 9 10 253
a 10 9 253
a 9 11 638
a 11 9 638
a 9 12 352
a 12 9 352
a 9 14 333
a 14 9 333
a 9 15 400
a 15 9 400
a 9 17 578
a 17 9 578
a 9 19 258
a 19 9 258
a 9 20 503
a 20 9 503
a 9 21 983
a 21 9 983
a 9 23 220
a 23 9 220
a 9 24 701
a 24 9 701
a 9 25 118
a 25 9 118
a 9 28 723
a 28 9 723
a 9 30 515
a 30 9 515
a 9 37 507
a 37 9 507
a 9 39 303
a 39 9 303
a 9 40 770
a 40 9 770
a 9 41 540
a 41 9 540
a 9 44 300
a 44 9 300
a 9 48 190
a 48 9 190
a 9 49 269
a 49 9 269
a 9 53 562
a 53 9 562
a 9 54 538
a 54 9 538
a 9 55 523
a 55 9 523
a 9 56 226
a 56 9 226
a 9 57 507
a 57 9 507
a 9 58 502
a 58 9 502
a 9 60 203
a 60 9 203
a 9 61 494
a 61 9 494
a 9 63 678
a 63 9 678
a 9 69 372
a 69 9 372
a 9 70 575
a 70 9 575
a 9 71 894
a 71 9 894
a 9 73 448
a 73 9 448
a 9 74 613
a 74 9 613
a 9 76 307
a 76 9 307
a 9 78 297
a 78 9 297
a 9 79 557
a 79 9 557
a 9 80 484
a 80 9 484
a 9 82 810
a 82 9 810
a 9 85 763
a 85 9 763
a 9 86 201
a 86 9 201
a 9 88 873
a 88 9 873
a 9 90 552
a 90 9 552
a 9 91 743
a 91 9 743
a 9 92 619
a 92 9 619
a 9 93 811
a 93 9 811
a 9 94 364
a 94 9 364
a 9 95 736
a 95 9 736
a 9 97 147
a 97 9 147
a 9 99 468
a 99 9 468
a 10 11 134
a 11 10 134
a 10 14 942
a 14 10 942
a 10 15 610
a 15 10 610
a 10 17 296
a 17 10 296
a 10 19 544
a 19 10 544
a 10 20 485
a 20 10 485
a 10 21 404
a 21 10 404
a 10 22 434
a 22 10 434
a 10 23 355
a 23 10 355
a 10 24 600
a 24 10 600
a 10 25 434
a 25 10 434
a 10 29 819
a 29 10 819
a 10 30 878
a 30 10 878
a 10 32 264
a 32 10 264
a 10 36 772
a 36 10 772
a 10 37 763
a 37 10 763
a 10 40 139
a 40 10 139
a 10 41 383
a 41 10 383
a 10 46 717
a 46 10 717
a 10 47 861
a 47 10 861
a 10 48 512
a 48 10 512
a 10 49 710
a 49 10 710
a 10 50 390
a 50 10 390
a 10 53 268
a 53 10 268
a 10 55 586
a 55 10 586
a 10 56 686
a 56 10 686
a 10 58 701
a 58 10 701
a 10 59 318
a 59 10 318
a 10 60 597
a 60 10 597
a 10 61 155
a 61 10 155
a 10 62 268
a 62 10 268
a 10 63 153
a 63 10 153
a 10 64 595
a 64 10 595
a 10 65 569
a 65 10 569
a 10 66 916
a 66 10 916
a 10 67 124
a 67 10 124
a 10 68 611
a 68 10 611
a 10 69 577
a 69 10 577
a 10 72 101
a 72 10 101
a 10 73 257
a 73 10 257
a 10 77 981
a 77 10 981
a 10 78 690
a 78 10 690
a 10 79 734
a 79 10 734
a 10 80 530
a 80 10 530
a 10 82 856
a 82 10 856
a 10 84 460
a 84 10 460
a 10 85 425
a 85 10 425
a 10 86 548
a 86 10 548
a 10 87 608
a 87 10 608
a 10 90 535
a 90 10 535
a 10 91 545
a 91 10 545
a 10 93 312
a 93 10 312
a 10 94 527
a 94 10 527
a 10 98 499
a 98 10 499
a 10 99 346
a 99 10 346
a 10 100 732
a 100 10 732
a 11 12 434
a 12 11 434
a 11 14 729
a 14 11 729
a 11 17 981
a 17 11 981
a 11 18 594
a 18 11 594
a 11 19 270
a 19 11 270
a 11 20 431
a 20 11 431
a 11 21 636
a 21 11 636
a 11 22 548
a 22 11 548
a 11 23 740
a 23 11 740
a 11 25 823
a 25 11 823
a 11 27 177
a 27 11 177
a 11 28 161
a 28 11 161
a 11 29 736
a 29 11 736
a 11 30 996
a 30 11 996
a 11 31 833
a 31 11 833
a 11 33 805
a 33 11 805
a 11 34 652
a 34 11 652
a 11 35 180
a 35 11 180
a 11 36 984
a 36 11 984
a 11 37 947
a 37 11 947
a 11 39 711
a 39 11 711
a 11 40 782
a 40 11 782
a 11 41 577
a 41 11 577
a 11 42 826
a 42 11 826
a 11 43 841
a 43 11 841
a 11 44 771
a 44 11 771
a 11 45 219
a 45 11 219
a 11 46 932
a 46 11 932
a 11 47 490
a 47 11 490
a 11 51 872
a 51 11 872
a 11 52 465
a 52 11 465
a 11 55 661
a 55 11 661
a 11 56 283
a 56 11 283
a 11 57 767
a 57 11 767
a 11 58 648
a 58 11 648
a 11 60 967
a 60 11 967
a 11 61 238
a 61 11 238
a 11 62 461
a 62 11 461
a 11 63 576
a 63 11 576
a 11 64 321
a 64 11 321
a 11 65 909
a 65 11 909
a 11 66 465
a 66 11 465
a 11 68 123
a 68 11 123
a 11 69 547
a 69 11 547
a 11 70 819
a 70 11 819
a 11 71 450
a 71 11 450
a 11 72 798
a 72 11 798
a 11 73 524
a 73 11 524
a 11 74 649
a 74 11 649
a 11 75 777
a 75 11 777
a 11 77 407
a 77 11 407
a 11 78 893
a 78 11 893
a 11 79 833
a 79 11 833
a 11 80 776
a 80 11 776
a 11 82 408
a 82 11 408
a 11 83 949
a 83 11 949
a 11 84 217
a 84 11 217
a 11 85 389
a 85 11 389
a 11 87 848
a 87 11 848
a 11 89 356
a 89 11 356
a 11 90 109
a 90 11 109
a 11 91 456
a 91 11 456
a 11 92 585
a 92 11 585
a 11 94 405
a 94 11 405
a 11 97 426
a 97 11 426
a 11 98 236
a 98 11 236
a 12 13 750
a 13 12 750
a 12 14 225
a 14 12 225
a 12 17 389
a 17 12 389
a 12 18 839
a 18 12 839
a 12 21 130
a 21 12 130
a 12 23 300
a 23 12 300
a 12 25 812
a 25 12 812
a 12 26 248
a 26 12 248
a 12 27 309
a 27 12 309
a 12 28 724
a 28 12 724
a 12 29 644
a 29 12 644
a 12 30 355
a 30 12 355
a 12 31 510
a 31 12 510
a 12 32 114
a 32 12 114
a 12 37 684
a 37 12 684
a 12 38 955
a 38 12 955
a 12 40 989
a 40 12 989
a 12 42 926
a 42 12 926
a 12 45 756
a 45 12 756
a 12 46 555
a 46 12 555
a 12 47 219
a 47 12 219
a 12 48 901
a 48 12 901
a 12 50 641
a 50 12 641
a 12 52 279
a 52 12 279
a 12 53 386
a 53 12 386
a 12 54 705
a 54 12 705
a 12 55 732
a 55 12 732
a 12 56 611
a 56 12 611
a 12 57 674
a 57 12 674
a 12 59 998
a 59 12 998
a 12 60 360
a 60 12 360
a 12 62 761
a 62 12 761
a 12 63 324
a 63 12 324
a 12 65 857
a 65 12 857
a 12 67 857
a 67 12 857
a 12 68 823
a 68 12 823
a 12 69 844
a 69 12 844
a 12 71 222
a 71 12 222
a 12 72 503
a 72 12 503
a 12 73 952
a 73 12 952
a 12 76 880
a 76 12 880
a 12 78 634
a 78 12 634
a 12 79 138
a 79 12 138
a 12 80 765
a 80 12 765
a 12 82 963
a 82 12 963
a 12 88 840
a 88 12 840
a 12 89 372
a 89 12 372
a 12 90 144
a 90 12 144
a 12 91 731
a 91 12 731
a 12 92 380
a 92 12 380
a 12 93 203
a 93 12 203
a 12 97 602
a 97 12 602
a 12 99 473
a 99 12 473
a 12 100 419
a 100 12 419
a 13 14 628
a 14 13 628
a 13 15 321
a 15 13 321
a 13 18 564
a 18 13 564
a 13 20 441
a 20 13 441
a 13 28 763
a 28 13 763
a 13 32 296
a 32 13 296
a 13 33 291
a 33 13 291
a 13 34 620
a 34 13 620
a 13 36 225
a 36 13 225
a 13 38 513
a 38 13 513
a 13 39 206
a 39 13 206
a 13 40 717
a 40 13 717
a 13 42 969
a 42 13 969
a 13 44 427
a 44 13 427
a 13 45 587
a 45 13 587
a 13 46 607
a 46 13 607
a 13 47 680
a 47 13 680
a 13 48 198
a 48 13 198
a 13 49 568
a 49 13 568
a 13 50 437
a 50 13 437
a 13 51 836
a 51 13 836
a 13 54 258
a 54 13 258
a 13 56 748
a 56 13 748
a 13 59 647
a 59 13 647
a 13 60 127
a 60 13 127
a 13 61 860
a 61 13 860
a 13 62 690
a 62 13 690
a 13 63 951
a 63 13 951
a 13 64 714
a 64 13 714
a 13 66 823
a 66 13 823
a 13 67 674
a 67 13 674
a 13 68 148
a 68 13 148
a 13 69 792
a 69 13 792
a 13 70 800
a 70 13 800
a 13 71 230
a 71 13 230
a 13 73 339
a 73 13 339
a 13 74 525
a 74 13 525
a 13 75 204
a 75 13 204
a 13 76 826
a 76 13 826
a 13 80 166
a 80 13 166
a 13 82 793
a 82 13 793
a 13 83 409
a 83 13 409
a 13 84 602
a 84 13 602
a 13 85 995
a 85 13 995
a 13 86 956
a 86 13 956
a 13 88 697
a 88 13 697
a 13 89 875
a 89 13 875
a 13 90 287
a 90 13 287
a 13 91 187
a 91 13 187
a 13 92 133
a 92 13 133
a 13 93 531
a 93 13 531
a 13 94 706
a 94 13 706
a 13 95 862
a 95 13 862
a 13 97 780
a 97 13 780
a 13 99 174
a 99 13 174
a 14 15 865
a 15 14 865
a 14 16 803
a 16 14 803
a 14 17 167
a 17 14 167
a 14 18 626
a 18 14 626
a 14 19 735
a 19 14 735
a 14 21 955
a 21 14 955
a 14 22 246
a 22 14 246
a 14 23 910
a 23 14 910
a 14 24 240
a 24 14 240
a 14 26 835
a 26 14 835
a 14 27 973
a 27 14 973
a 14 28 500
a 28 14 500
a 14 29 435
a 29 14 435
a 14 30 434
a 30 14 434
a 14 31 565
a 31 14 565
a 14 32 871
a 32 14 871
a 14 33 734
a 33 14 734
a 14 35 273
a 35 14 273
a 14 39 981
a 39 14 981
a 14 42 909
a 42 14 909
a 14 43 329
a 43 14 329
a 14 46 676
a 46 14 676
a 14 47 949
a 47 14 949
a 14 48 726
a 48 14 726
a 14 51 665
a 51 14 665
a 14 52 446
a 52 14 446
a 14 53 464
a 53 14 464
a 14 54 106
a 54 14 106
a 14 56 911
a 56 14 911
a 14 57 533
a 57 14 533
a 14 58 140
a 58 14 140
a 14 61 285
a 61 14 285
a 14 62 379
a 62 14 379
a 14 63 732
a 63 14 732
a 14 64 994
a 64 14 994
a 14 65 729
a 65 14 729
a 14 66 891
a 66 14 891
a 14 68 568
a 68 14 568
a 14 69 314
a 69 14 314
a 14 70 152
a 70 14 152
a 14 72 150
a 72 14 150
a 14 74 488
a 74 14 488
a 14 75 792
a 75 14 792
a 14 77 530
a 77 14 530
a 14 79 763
a 79 14 763
a 14 81 561
a 81 14 561
a 14 84 603
a 84 14 603
a 14 85 735
a 85 14 735
a 14 88 918
a 88 14 918
a 14 91 897
a 91 14 897
a 14 95 639
a 95 14 639
a 14 96 615
a 96 14 615
a 14 97 347
a 97 14 347
a 14 98 197
a 98 14 197
a 14 99 989
a 99 14 989
a 15 17 901
a 17 15 901
a 15 18 231
a 18 15 231
a 15 20 933
a 20 15 933
a 15 26 196
a 26 15 196
a 15 27 321
a 27 15 321
a 15 28 213
a 28 15 213
a 15 30 453
a 30 15 453
a 15 31 305
a 31 15 305
a 15 33 821
a 33 15 821
a 15 34 864
a 34 15 864
a 15 35 231
a 35 15 231
a 15 36 773
a 36 15 773
a 15 37 909
a 37 15 909
a 15 39 806
a 39 15 806
a 15 40 187
a 40 15 187
a 15 43 744
a 43 15 744
a 15 47 838
a 47 15 838
a 15 48 220
a 48 15 220
a 15 49 334
a 49 15 334
a 15 50 643
a 50 15 643
a 15 52 877
a 52 15 877
a 15 53 392
a 53 15 392
a 15 55 446
a 55 15 446
a 15 56 639
a 56 15 639
a 15 58 542
a 58 15 542
a 15 59 192
a 59 15 192
a 15 61 544
a 61 15 544
a 15 62 163
a 62 15 163
a 15 63 185
a 63 15 185
a 15 65 679
a 65 15 679
a 15 66 780
a 66 15 780
a 15 67 118
a 67 15 118
a 15 69 893
a 69 15 893
a 15 70 130
a 70 15 130
a 15 71 850
a 71 15 850
a 15 72 151
a 72 15 151
a 15 74 123
a 74 15 123
a 15 75 938
a 75 15 938
a 15 76 155
a 76 15 155
a 15 78 198
a 78 15 198
a 15 79 458
a 79 15 458
a 15 80 750
a 80 15 750
a 15 82 902
a 82 15 902
a 15 83 528
a 83 15 528
a 15 84 855
a 84 15 855
a 15 88 867
a 88 15 867
a 15 89 302
