p sp 100 3298
a 5 100 174
a 100 5 174
a 6 8 206
a 8 6 206
a 6 11 430
a 11 6 430
a 6 19 362
a 19 6 362
a 6 21 130
a 21 6 130
a 6 23 852
a 23 6 852
a 6 25 182
a 25 6 182
a 6 26 555
a 26 6 555
a 6 31 540
a 31 6 540
a 6 32 312
a 32 6 312
a 6 36 740
a 36 6 740
a 6 48 528
a 48 6 528
a 6 51 718
a 51 6 718
a 6 53 765
a 53 6 765
a 6 54 701
a 54 6 701
a 6 60 266
a 60 6 266
a 6 62 658
a 62 6 658
a 6 64 395
a 64 6 395
a 6 66 220
a 66 6 220
a 6 67 565
a 67 6 565
a 6 73 735
a 73 6 735
a 6 75 387
a 75 6 387
a 6 79 942
a 79 6 942
a 6 82 627
a 82 6 627
a 6 89 701
a 89 6 701
a 6 90 821
a 90 6 821
a 6 97 113
a 97 6 113
a 6 99 334
a 99 6 334
a 7 9 966
a 9 7 966
a 7 10 632
a 10 7 632
a 7 13 538
a 13 7 538
a 7 15 783
a 15 7 783
a 7 17 463
a 17 7 463
a 7 20 913
a 20 7 913
a 7 27 215
a 27 7 215
a 7 31 543
a 31 7 543
a 7 33 934
a 33 7 934
a 7 37 651
a 37 7 651
a 7 42 413
a 42 7 413
a 7 43 547
a 43 7 547
a 7 44 681
a 44 7 681
a 7 47 954
a 47 7 954
a 7 48 673
a 48 7 673
a 7 50 143
a 50 7 143
a 7 54 464
a 54 7 464
a 7 56 614
a 56 7 614
a 7 59 800
a 59 7 800
a 7 62 501
a 62 7 501
a 7 69 958
a 69 7 958
a 7 73 417
a 73 7 417
a 7 75 905
a 75 7 905
a 7 76 651
a 76 7 651
a 7 80 396
a 80 7 396
a 7 81 453
a 81 7 453
a 7 86 839
a 86 7 839
a 7 87 667
a 87 7 667
a 7 92 169
a 92 7 169
a 7 93 161
a 93 7 161
a 7 94 173
a 94 7 173
a 7 95 599
a 95 7 599
a 7 96 769
a 96 7 769
a 7 99 328
a 99 7 328
a 7 100 599
a 100 7 599
a 8 11 645
a 11 8 645
a 8 12 421
a 12 8 421
a 8 13 909
a 13 8 909
a 8 14 942
a 14 8 942
a 8 19 909
a 19 8 909
a 8 29 602
a 29 8 602
a 8 33 766
a 33 8 766
a 8 37 933
a 37 8 933
a 8 39 322
a 39 8 322
a 8 56 500
a 56 8 500
a 8 59 415
a 59 8 415
a 8 62 879
a 62 8 879
a 8 64 307
a 64 8 307
a 8 68 301
a 68 8 301
a 8 70 194
a 70 8 194
a 8 72 696
a 72 8 696
a 8 73 465
a 73 8 465
a 8 76 588
a 76 8 588
a 8 78 910
a 78 8 910
a 8 79 315
a 79 8 315
a 8 90 480
a 90 8 480
a 8 91 528
a 91 8 528
a 8 92 506
a 92 8 506
a 8 93 119
a 93 8 119
a 8 96 564
a 96 8 564
a 9 10 125
a 10 9 125
a 9 11 431
a 11 9 431
a 9 12 384
a 12 9 384
a 9 13 874
a 13 9 874
a 9 16 547
a 16 9 547
a 9 17 288
a 17 9 288
a 9 19 877
a 19 9 877
a 9 20 928
a 20 9 928
a 9 23 332
a 23 9 332
a 9 32 926
a 32 9 926
a 9 33 437
a 33 9 437
a 9 34 910
a 34 9 910
a 9 43 217
a 43 9 217
a 9 48 873
a 48 9 873
a 9 51 154
a 51 9 154
a 9 53 785
a 53 9 785
a 9 59 391
a 59 9 391
a 9 61 535
a 61 9 535
a 9 62 766
a 62 9 766
a 9 65 201
a 65 9 201
a 9 66 573
a 66 9 573
a 9 69 913
a 69 9 913
a 9 70 286
a 70 9 286
a 9 72 879
a 72 9 879
a 9 74 860
a 74 9 860
a 9 76 727
a 76 9 727
a 9 78 789
a 78 9 789
a 9 85 795
a 85 9 795
a 9 87 200
a 87 9 200
a 9 89 242
a 89 9 242
a 9 90 729
a 90 9 729
a 9 91 372
a 91 9 372
a 9 92 649
a 92 9 649
a 9 94 236
a 94 9 236
a 9 95 251
a 95 9 251
a 10 13 725
a 13 10 725
a 10 18 993
a 18 10 993
a 10 19 688
a 19 10 688
a 10 24 578
a 24 10 578
a 10 26 462
a 26 10 462
a 10 29 200
a 29 10 200
a 10 30 904
a 30 10 904
a 10 33 665
a 33 10 665
a 10 34 509
a 34 10 509
a 10 36 266
a 36 10 266
a 10 37 175
a 37 10 175
a 10 39 642
a 39 10 642
a 10 42 790
a 42 10 790
a 10 43 466
a 43 10 466
a 10 48 299
a 48 10 299
a 10 49 166
a 49 10 166
a 10 50 805
a 50 10 805
a 10 51 803
a 51 10 803
a 10 53 670
a 53 10 670
a 10 54 263
a 54 10 263
a 10 56 685
a 56 10 685
a 10 58 529
a 58 10 529
a 10 61 595
a 61 10 595
a 10 73 766
a 73 10 766
a 10 74 300
a 74 10 300
a 10 75 760
a 75 10 760
a 10 82 554
a 82 10 554
a 10 83 677
a 83 10 677
a 10 88 141
a 88 10 141
a 10 91 375
a 91 10 375
a 10 92 326
a 92 10 326
a 10 95 216
a 95 10 216
a 10 100 667
a 100 10 667
a 11 12 910
a 12 11 910
a 11 13 708
a 13 11 708
a 11 15 829
a 15 11 829
a 11 22 428
a 22 11 428
a 11 23 990
a 23 11 990
a 11 26 276
a 26 11 276
a 11 27 305
a 27 11 305
a 11 28 182
a 28 11 182
a 11 29 130
a 29 11 130
a 11 34 920
a 34 11 920
a 11 40 858
a 40 11 858
a 11 42 224
a 42 11 224
a 11 43 916
a 43 11 916
a 11 44 751
a 44 11 751
a 11 46 770
a 46 11 770
a 11 51 120
a 51 11 120
a 11 54 676
a 54 11 676
a 11 56 577
a 56 11 577
a 11 59 503
a 59 11 503
a 11 66 710
a 66 11 710
a 11 68 799
a 68 11 799
a 11 76 653
a 76 11 653
a 11 81 869
a 81 11 869
a 11 82 919
a 82 11 919
a 11 84 123
a 84 11 123
a 11 87 198
a 87 11 198
a 11 89 477
a 89 11 477
a 11 90 717
a 90 11 717
a 11 91 479
a 91 11 479
a 11 94 421
a 94 11 421
a 11 97 504
a 97 11 504
a 12 14 656
a 14 12 656
a 12 19 992
a 19 12 992
a 12 22 395
a 22 12 395
a 12 28 589
a 28 12 589
a 12 32 158
a 32 12 158
a 12 35 738
a 35 12 738
a 12 37 519
a 37 12 519
a 12 38 620
a 38 12 620
a 12 40 686
a 40 12 686
a 12 46 897
a 46 12 897
a 12 47 403
a 47 12 403
a 12 48 376
a 48 12 376
a 12 51 129
a 51 12 129
a 12 53 122
a 53 12 122
a 12 56 527
a 56 12 527
a 12 57 503
a 57 12 503
a 12 58 388
a 58 12 388
a 12 61 105
a 61 12 105
a 12 62 552
a 62 12 552
a 12 65 988
a 65 12 988
a 12 69 943
a 69 12 943
a 12 73 624
a 73 12 624
a 12 83 757
a 83 12 757
a 12 86 156
a 86 12 156
a 12 87 444
a 87 12 444
a 12 89 557
a 89 12 557
a 12 90 969
a 90 12 969
a 12 92 281
a 92 12 281
a 12 98 783
a 98 12 783
a 12 99 371
a 99 12 371
a 13 14 637
a 14 13 637
a 13 18 839
a 18 13 839
a 13 22 255
a 22 13 255
a 13 24 125
a 24 13 125
a 13 27 777
a 27 13 777
a 13 28 126
a 28 13 126
a 13 29 569
a 29 13 569
a 13 30 546
a 30 13 546
a 13 31 219
a 31 13 219
a 13 32 158
a 32 13 158
a 13 33 208
a 33 13 208
a 13 43 154
a 43 13 154
a 13 46 780
a 46 13 780
a 13 47 928
a 47 13 928
a 13 50 909
a 50 13 909
a 13 51 178
a 51 13 178
a 13 54 762
a 54 13 762
a 13 55 789
a 55 13 789
a 13 61 457
a 61 13 457
a 13 63 918
a 63 13 918
a 13 64 200
a 64 13 200
a 13 65 983
a 65 13 983
a 13 67 839
a 67 13 839
a 13 70 154
a 70 13 154
a 13 80 120
a 80 13 120
a 13 81 658
a 81 13 658
a 13 84 673
a 84 13 673
a 13 86 150
a 86 13 150
a 13 87 815
a 87 13 815
a 13 91 897
a 91 13 897
a 13 93 218
a 93 13 218
a 13 95 940
a 95 13 940
a 13 99 111
a 99 13 111
a 13 100 476
a 100 13 476
a 14 17 948
a 17 14 948
a 14 18 656
a 18 14 656
a 14 21 459
a 21 14 459
a 14 22 713
a 22 14 713
a 14 27 516
a 27 14 516
a 14 28 293
a 28 14 293
a 14 31 248
a 31 14 248
a 14 33 175
a 33 14 175
a 14 39 202
a 39 14 202
a 14 43 543
a 43 14 543
a 14 46 643
a 46 14 643
a 14 51 826
a 51 14 826
a 14 53 106
a 53 14 106
a 14 54 969
a 54 14 969
a 14 57 705
a 57 14 705
a 14 62 562
a 62 14 562
a 14 63 417
a 63 14 417
a 14 65 854
a 65 14 854
a 14 67 714
a 67 14 714
a 14 75 520
a 75 14 520
a 14 79 402
a 79 14 402
a 14 86 361
a 86 14 361
a 14 88 215
a 88 14 215
a 14 91 305
a 91 14 305
a 15 16 587
a 16 15 587
a 15 19 437
a 19 15 437
a 15 23 402
a 23 15 402
a 15 27 416
a 27 15 416
a 15 31 999
a 31 15 999
a 15 35 826
a 35 15 826
a 15 39 1000
a 39 15 1000
a 15 41 705
a 41 15 705
a 15 45 759
a 45 15 759
a 15 46 988
a 46 15 988
a 15 47 513
a 47 15 513
a 15 52 237
a 52 15 237
a 15 58 689
a 58 15 689
a 15 60 608
a 60 15 608
a 15 61 604
a 61 15 604
a 15 62 564
a 62 15 564
a 15 63 599
a 63 15 599
a 15 70 134
a 70 15 134
a 15 72 212
a 72 15 212
a 15 75 557
a 75 15 557
a 15 76 280
a 76 15 280
a 15 80 977
a 80 15 977
a 15 82 397
a 82 15 397
a 15 85 388
a 85 15 388
a 15 88 682
a 88 15 682
a 15 90 257
a 90 15 257
a 15 92 296
a 92 15 296
a 15 99 137
a 99 15 137
a 16 23 851
a 23 16 851
a 16 25 315
a 25 16 315
a 16 30 552
a 30 16 552
a 16 32 740
a 32 16 740
a 16 34 107
a 34 16 107
a 16 38 749
a 38 16 749
a 16 41 330
a 41 16 330
a 16 42 676
a 42 16 676
a 16 43 413
a 43 16 413
a 16 45 404
a 45 16 404
a 16 46 404
a 46 16 404
a 16 47 745
a 47 16 745
a 16 49 337
a 49 16 337
a 16 53 746
a 53 16 746
a 16 54 813
a 54 16 813
a 16 56 401
a 56 16 401
a 16 58 757
a 58 16 757
a 16 61 815
a 61 16 815
a 16 65 164
a 65 16 164
a 16 66 762
a 66 16 762
a 16 67 717
a 67 16 717
a 16 69 538
a 69 16 538
a 16 75 569
a 75 16 569
a 16 78 412
a 78 16 412
a 16 80 874
a 80 16 874
a 16 81 108
a 81 16 108
a 16 83 546
a 83 16 546
a 16 85 176
a 85 16 176
a 16 91 807
a 91 16 807
a 16 93 598
a 93 16 598
a 16 94 151
a 94 16 151
a 16 96 921
a 96 16 921
a 16 99 454
a 99 16 454
a 17 18 886
a 18 17 886
a 17 20 464
a 20 17 464
a 17 24 135
a 24 17 135
a 17 26 652
a 26 17 652
a 17 27 243
a 27 17 243
a 17 29 693
a 29 17 693
a 17 33 841
a 33 17 841
a 17 34 149
a 34 17 149
a 17 39 410
a 39 17 410
a 17 43 130
a 43 17 130
a 17 45 699
a 45 17 699
a 17 49 918
a 49 17 918
a 17 52 356
a 52 17 356
a 17 71 572
a 71 17 572
a 17 72 777
a 72 17 777
a 17 82 112
a 82 17 112
a 17 84 412
a 84 17 412
a 17 85 637
a 85 17 637
a 17 86 395
a 86 17 395
a 17 90 164
a 90 17 164
a 17 92 737
a 92 17 737
a 17 94 421
a 94 17 421
a 17 98 853
a 98 17 853
a 17 100 799
a 100 17 799
a 18 19 522
a 19 18 522
a 18 21 472
a 21 18 472
a 18 23 705
a 23 18 705
a 18 25 145
a 25 18 145
a 18 26 650
a 26 18 650
a 18 28 952
a 28 18 952
a 18 33 778
a 33 18 778
a 18 38 300
a 38 18 300
a 18 40 490
a 40 18 490
a 18 41 413
a 41 18 413
a 18 48 552
a 48 18 552
a 18 51 182
a 51 18 182
a 18 56 172
a 56 18 172
a 18 58 623
a 58 18 623
a 18 59 995
a 59 18 995
a 18 67 162
a 67 18 162
a 18 70 583
a 70 18 583
a 18 78 139
a 78 18 139
a 18 80 863
a 80 18 863
a 18 82 255
a 82 18 255
a 18 84 758
a 84 18 758
a 18 85 271
a 85 18 271
a 18 88 346
a 88 18 346
a 18 92 286
a 92 18 286
a 18 94 448
a 94 18 448
a 18 98 284
a 98 18 284
a 18 99 933
a 99 18 933
a 19 21 832
a 21 19 832
a 19 26 602
a 26 19 602
a 19 27 749
a 27 19 749
a 19 30 287
a 30 19 287
a 19 31 680
a 31 19 680
a 19 36 424
a 36 19 424
a 19 38 826
a 38 19 826
a 19 41 236
a 41 19 236
a 19 42 886
a 42 19 886
a 19 44 848
a 44 19 848
a 19 48 116
a 48 19 116
a 19 52 674
a 52 19 674
a 19 53 651
a 53 19 651
a 19 60 413
a 60 19 413
a 19 69 437
a 69 19 437
a 19 70 316
a 70 19 316
a 19 73 424
a 73 19 424
a 19 74 599
a 74 19 599
a 19 75 424
a 75 19 424
a 19 76 306
a 76 19 306
a 19 78 428
a 78 19 428
a 19 79 165
a 79 19 165
a 19 83 462
a 83 19 462
a 19 86 846
a 86 19 846
a 19 88 112
a 88 19 112
a 19 93 125
a 93 19 125
a 19 94 200
a 94 19 200
a 19 97 584
a 97 19 584
a 19 98 384
a 98 19 384
a 20 27 350
a 27 20 350
a 20 29 355
a 29 20 355
a 20 30 729
a 30 20 729
a 20 37 767
a 37 20 767
a 20 41 698
a 41 20 698
a 20 42 803
a 42 20 803
a 20 46 288
a 46 20 288
a 20 61 432
a 61 20 432
a 20 62 966
a 62 20 966
a 20 67 843
a 67 20 843
a 20 69 360
a 69 20 360
a 20 78 643
a 78 20 643
a 20 79 940
a 79 20 940
a 20 83 294
a 83 20 294
a 20 85 226
a 85 20 226
a 20 86 517
a 86 20 517
a 20 87 660
a 87 20 660
a 20 88 149
a 88 20 149
a 20 92 233
a 92 20 233
a 20 95 212
a 95 20 212
a 20 97 629
a 97 20 629
a 20 99 743
a 99 20 743
a 21 22 346
a 22 21 346
a 21 24 133
a 24 21 133
a 21 28 766
a 28 21 766
a 21 32 715
a 32 21 715
a 21 36 160
a 36 21 160
a 21 39 847
a 39 21 847
a 21 42 279
a 42 21 279
a 21 44 936
a 44 21 936
a 21 63 107
a 63 21 107
a 21 68 121
a 68 21 121
a 21 73 785
a 73 21 785
a 21 74 931
a 74 21 931
a 21 77 606
a 77 21 606
a 21 82 265
a 82 21 265
a 21 84 927
a 84 21 927
a 21 86 185
a 86 21 185
a 21 87 352
a 87 21 352
a 21 88 725
a 88 21 725
a 21 90 643
a 90 21 643
a 21 91 370
a 91 21 370
a 21 92 579
a 92 21 579
a 21 99 309
a 99 21 309
a 21 100 266
a 100 21 266
a 22 23 818
a 23 22 818
a 22 24 818
a 24 22 818
a 22 33 263
a 33 22 263
a 22 35 502
a 35 22 502
a 22 36 466
a 36 22 466
a 22 38 928
a 38 22 928
a 22 42 642
a 42 22 642
a 22 43 127
a 43 22 127
a 22 44 516
a 44 22 516
a 22 48 294
a 48 22 294
a 22 52 828
a 52 22 828
a 22 53 409
a 53 22 409
a 22 54 317
a 54 22 317
a 22 60 309
a 60 22 309
a 22 61 394
a 61 22 394
a 22 63 250
a 63 22 250
a 22 66 984
a 66 22 984
a 22 69 803
a 69 22 803
a 22 74 275
a 74 22 275
a 22 76 700
a 76 22 700
a 22 78 127
a 78 22 127
a 22 79 241
a 79 22 241
a 22 81 173
a 81 22 173
a 22 88 869
a 88 22 869
a 22 90 631
a 90 22 631
a 22 92 768
a 92 22 768
a 22 96 357
a 96 22 357
a 22 98 526
a 98 22 526
a 22 100 875
a 100 22 875
a 23 25 717
a 25 23 717
a 23 26 463
a 26 23 463
a 23 30 757
a 30 23 757
a 23 31 383
a 31 23 383
a 23 32 641
a 32 23 641
a 23 33 228
a 33 23 228
a 23 36 542
a 36 23 542
a 23 37 240
a 37 23 240
a 23 38 952
a 38 23 952
a 23 43 410
a 43 23 410
a 23 47 884
a 47 23 884
a 23 49 704
a 49 23 704
a 23 50 787
a 50 23 787
a 23 60 224
a 60 23 224
a 23 62 301
a 62 23 301
a 23 65 422
a 65 23 422
a 23 68 292
a 68 23 292
a 23 71 442
a 71 23 442
a 23 72 815
a 72 23 815
a 23 73 211
a 73 23 211
a 23 74 794
a 74 23 794
a 23 86 543
a 86 23 543
a 23 87 445
a 87 23 445
a 23 89 365
a 89 23 365
a 23 91 415
a 91 23 415
a 23 92 428
a 92 23 428
a 23 95 587
a 95 23 587
a 23 100 608
a 100 23 608
a 24 26 826
a 26 24 826
a 24 27 310
a 27 24 310
a 24 28 631
a 28 24 631
a 24 33 968
a 33 24 968
a 24 35 966
a 35 24 966
a 24 36 967
a 36 24 967
a 24 39 379
a 39 24 379
a 24 42 467
a 42 24 467
a 24 46 746
a 46 24 746
a 24 50 253
a 50 24 253
a 24 51 272
a 51 24 272
a 24 52 662
a 52 24 662
a 24 54 247
a 54 24 247
a 24 60 577
a 60 24 577
a 24 63 482
a 63 24 482
a 24 64 488
a 64 24 488
a 24 65 363
a 65 24 363
a 24 73 930
a 73 24 930
a 24 77 679
a 77 24 679
a 24 78 784
a 78 24 784
a 24 83 996
a 83 24 996
a 24 84 749
a 84 24 749
a 24 88 243
a 88 24 243
a 24 90 876
a 90 24 876
a 24 97 601
a 97 24 601
a 25 26 243
a 26 25 243
a 25 32 411
a 32 25 411
a 25 36 216
a 36 25 216
a 25 39 216
a 39 25 216
a 25 41 870
a 41 25 870
a 25 44 877
a 44 25 877
a 25 47 191
a 47 25 191
a 25 51 427
a 51 25 427
a 25 55 510
a 55 25 510
a 25 57 601
a 57 25 601
a 25 58 437
a 58 25 437
a 25 60 640
a 60 25 640
a 25 63 310
a 63 25 310
a 25 64 973
a 64 25 973
a 25 67 874
a 67 25 874
a 25 73 428
a 73 25 428
a 25 74 426
a 74 25 426
a 25 75 617
a 75 25 617
a 25 77 317
a 77 25 317
a 25 79 591
a 79 25 591
a 25 81 177
a 81 25 177
a 25 82 633
a 82 25 633
a 25 84 867
a 84 25 867
a 25 92 891
a 92 25 891
a 25 93 581
a 93 25 581
a 25 94 747
a 94 25 747
a 25 97 977
a 97 25 977
a 26 27 635
a 27 26 635
a 26 31 459
a 31 26 459
a 26 36 898
a 36 26 898
a 26 37 657
a 37 26 657
a 26 39 872
a 39 26 872
a 26 40 874
a 40 26 874
a 26 41 790
a 41 26 790
a 26 48 320
a 48 26 320
a 26 50 783
a 50 26 783
a 26 52 207
a 52 26 207
a 26 62 835
a 62 26 835
a 26 67 701
a 67 26 701
a 26 68 520
a 68 26 520
a 26 72 749
a 72 26 749
a 26 74 684
a 74 26 684
a 26 83 328
a 83 26 328
a 26 85 295
a 85 26 295
a 26 89 347
a 89 26 347
a 26 93 772
a 93 26 772
a 26 95 538
a 95 26 538
a 26 97 390
a 97 26 390
a 26 99 446
a 99 26 446
a 26 100 940
a 100 26 940
a 27 31 788
a 31 27 788
a 27 32 199
a 32 27 199
a 27 36 574
a 36 27 574
a 27 37 508
a 37 27 508
a 27 39 840
a 39 27 840
a 27 40 433
a 40 27 433
a 27 48 855
a 48 27 855
a 27 50 292
a 50 27 292
a 27 52 300
a 52 27 300
a 27 61 788
a 61 27 788
a 27 63 713
a 63 27 713
a 27 64 381
a 64 27 381
a 27 69 316
a 69 27 316
a 27 74 264
a 74 27 264
a 27 76 318
a 76 27 318
a 27 78 228
a 78 27 228
a 27 79 923
a 79 27 923
a 27 83 359
a 83 27 359
a 27 87 278
a 87 27 278
a 27 90 696
a 90 27 696
a 27 93 706
a 93 27 706
a 27 94 653
a 94 27 653
a 27 95 429
a 95 27 429
a 27 96 878
a 96 27 878
a 27 97 334
a 97 27 334
a 27 100 198
a 100 27 198
a 28 32 571
a 32 28 571
a 28 33 840
a 33 28 840
a 28 46 272
a 46 28 272
a 28 49 522
a 49 28 522
a 28 50 263
a 50 28 263
a 28 51 244
a 51 28 244
a 28 52 511
a 52 28 511
a 28 54 387
a 54 28 387
a 28 56 814
a 56 28 814
a 28 59 627
a 59 28 627
a 28 61 618
a 61 28 618
a 28 62 297
a 62 28 297
a 28 65 214
a 65 28 214
a 28 66 895
a 66 28 895
a 28 71 417
a 71 28 417
a 28 75 207
a 75 28 207
a 28 81 575
a 81 28 575
a 28 84 528
a 84 28 528
a 28 87 404
a 87 28 404
a 28 88 200
a 88 28 200
a 28 91 501
a 91 28 501
a 28 96 685
a 96 28 685
a 29 30 784
a 30 29 784
a 29 33 440
a 33 29 440
a 29 34 304
a 34 29 304
a 29 40 100
a 40 29 100
a 29 42 365
a 42 29 365
a 29 46 653
a 46 29 653
a 29 49 702
a 49 29 702
a 29 51 646
a 51 29 646
a 29 54 282
a 54 29 282
a 29 59 152
a 59 29 152
a 29 61 267
a 61 29 267
a 29 70 878
a 70 29 878
a 29 71 651
a 71 29 651
a 29 75 220
a 75 29 220
a 29 76 165
a 76 29 165
a 29 77 564
a 77 29 564
a 29 80 573
a 80 29 573
a 29 81 566
a 81 29 566
a 29 82 637
a 82 29 637
a 29 84 264
a 84 29 264
a 29 85 497
a 85 29 497
a 29 86 314
a 86 29 314
a 29 87 775
a 87 29 775
a 29 88 636
a 88 29 636
a 29 89 638
a 89 29 638
a 29 91 415
a 91 29 415
a 29 92 261
a 92 29 261
a 29 98 731
a 98 29 731
a 30 31 775
a 31 30 775
a 30 32 794
a 32 30 794
a 30 37 369
a 37 30 369
a 30 41 772
a 41 30 772
a 30 43 908
a 43 30 908
a 30 50 380
a 50 30 380
a 30 52 570
a 52 30 570
a 30 57 433
a 57 30 433
a 30 63 317
a 63 30 317
a 30 68 303
a 68 30 303
a 30 71 167
a 71 30 167
a 30 77 882
a 77 30 882
a 30 80 799
a 80 30 799
a 30 83 877
a 83 30 877
a 30 84 654
a 84 30 654
a 30 85 925
a 85 30 925
a 30 87 525
a 87 30 525
a 30 90 165
a 90 30 165
a 30 92 473
a 92 30 473
a 30 93 219
a 93 30 219
a 30 94 518
a 94 30 518
a 30 96 530
a 96 30 530
a 30 98 391
a 98 30 391
a 30 100 633
a 100 30 633
a 31 33 964
a 33 31 964
a 31 34 877
a 34 31 877
a 31 36 628
a 36 31 628
a 31 37 985
a 37 31 985
a 31 41 818
a 41 31 818
a 31 51 884
a 51 31 884
a 31 54 820
a 54 31 820
a 31 55 383
a 55 31 383
a 31 61 824
a 61 31 824
a 31 63 344
a 63 31 344
a 31 65 526
a 65 31 526
a 31 66 718
a 66 31 718
a 31 73 773
a 73 31 773
a 31 74 785
a 74 31 785
a 31 81 189
a 81 31 189
a 31 83 680
a 83 31 680
a 31 84 521
a 84 31 521
a 31 85 656
a 85 31 656
a 31 87 712
a 87 31 712
a 31 88 330
a 88 31 330
a 31 93 675
a 93 31 675
a 31 94 569
a 94 31 569
a 31 96 349
a 96 31 349
a 31 99 259
a 99 31 259
a 31 100 589
a 100 31 589
a 32 33 834
a 33 32 834
a 32 39 854
a 39 32 854
a 32 40 654
a 40 32 654
a 32 43 594
